,project_number,year_range,location_name,block_group,distance
752,[170 -02] 38309,2018-2022,On S Springfield Ave From W 59th Pl To W 61st Pl,170316501004,0.3020436285261002
753,[170 -02] 38309,2018-2022,On S Springfield Ave From W 59th Pl To W 61st Pl,170316501003,0.10104892604640697
754,[170 -02] 38309,2018-2022,On S Union Ave From W 106th St To W 105th St,170314911005,0.1443427744895801
755,[170 -02] 38309,2018-2022,On N Richmond St From N Lincoln Ave To W Peterson Ave,170310207011,0.2706057299899323
756,[170 -02] 38309,2018-2022,On W Glenlake Ave From N Keeler Ave To N Tripp Ave,170311203002,0.10058980175841958
757,[170 -02] 38309,2018-2022,On W Cullerton St From S Karlov Ave To S Kostner Ave,170312925002,0.2026250306833673
758,[170 -02] 38309,2018-2022,On W Cullerton St From S Karlov Ave To S Kostner Ave,170312925003,0.40426885491549186
759,[170 -02] 38309,2018-2022,On W Cortland St From N Long Ave To N Luna Ave,170312503001,0.020678195304835743
760,[170 -02] 38309,2018-2022,On W Cortland St From N Long Ave To N Luna Ave,170312503004,0.282602138341106
761,[170 -02] 38309,2018-2022,On W Carmen Ave From N Kostner Ave To N Kilbourn Ave,170311404004,0.2106830921958436
762,[170 -02] 38309,2018-2022,On W 46th St From S Pulaski Rd To S Keeler Ave,170315702001,0.3964330614665013
763,[170 -02] 38309,2018-2022,On W 91st St From S Hoyne Ave To S Claremont Ave,170317201002,0.5416487349786543
764,[170 -02] 38309,2018-2022,On W 60th St From S Pulaski Rd To S Springfield Ave,170316502001,0.0062309517079782726
765,[170 -02] 38309,2018-2022,On W 60th St From S Pulaski Rd To S Springfield Ave,170316501004,0.20414278638911068
766,[170 -02] 38309,2018-2022,On W 54th St From S Kedzie Ave To S St Louis Ave,170316304003,0.0010640116299334736
767,[170 -02] 38309,2018-2022,On W 54th St From S Kedzie Ave To S St Louis Ave,170316303002,0.6066332100006409
768,[170 -02] 38309,2018-2022,On W Leland Ave From N Kedzie Ave To N Spaulding Ave,170311407011,0.2038047648994246
769,[170 -02] 38309,2018-2022,On W Moffat St From N Leavitt St To N Hoyne Ave,170312222001,0.20048881617556533
770,[170 -02] 38309,2018-2022,On W Moffat St From N Leavitt St To N Hoyne Ave,170318322003,0.0007518428104813473
771,[170 -02] 38309,2018-2022,W 106th St And S Sacramento Ave,170317401002,0.001
772,[170 -02] 38309,2018-2022,On W School St From N Olcott Ave To N Oleander Ave,170311708002,0.0026005789157543323
773,[170 -02] 38309,2018-2022,On W School St From N Olcott Ave To N Oleander Ave,170311708003,0.09819828442300915
774,[170 -02] 38309,2018-2022,On W Wabansia Ave From N Narragansett Ave To N Nashville Ave,170312504005,0.0029982327253933808
775,[170 -02] 38309,2018-2022,On W Wabansia Ave From N Narragansett Ave To N Nashville Ave,170312505002,0.4034063498660477
776,[170 -02] 38309,2018-2022,On W Waveland Ave From N Lotus Ave To N Long Ave,170311507003,0.10037938327570595
777,[170 -02] 38309,2018-2022,On W Waveland Ave From N Lotus Ave To N Long Ave,170311507002,0.0006696198149726595
778,[170 -02] 38309,2018-2022,E 84th St And S Bennett Ave,170314503002,0.001
779,[170 -02] 38309,2018-2022,N Natoma Ave And W Argyle St,170311007002,0.001
780,[170 -02] 38309,2018-2022,N Rutherford Ave And W Argyle St,170311007003,0.001
781,[170 -02] 38309,2018-2022,S Bell Ave And W 91st St,170317201002,0.001
782,[170 -02] 38309,2018-2022,S Claremont Ave And W 91st St,170317201002,0.001
783,[170 -02] 38309,2018-2022,S Eggleston Ave And W 105th St,170314911001,0.001
784,[170 -02] 38309,2018-2022,S Oakley Ave And W 91st St,170317201002,0.001
785,[170 -02] 38309,2018-2022,On W 32nd St From S Racine Ave To S Throop St,170316009003,0.0002457523782440223
786,[170 -02] 38309,2018-2022,On W 32nd St From S Racine Ave To S Throop St,170316009004,0.1991232971476124
787,[170 -02] 38309,2018-2022,On W 116th St From S Lafayette Ave To S State St,170315302001,0.10176574813771666
788,[170 -02] 38309,2018-2022,On N Sauganash Ave From W Peterson Ave To N Keeler Ave,170311203002,0.10148009555002382
789,[170 -02] 38309,2018-2022,On S Yale Ave From W 120th St To W 122nd St,170315305011,0.20024303099997023
790,[170 -02] 38309,2018-2022,On S Yale Ave From W 120th St To W 122nd St,170315305013,0.20726016071284023
791,[170 -02] 38309,2018-2022,W Ainslie St And N Menard Ave,170311104002,0.001
792,[170 -02] 38309,2018-2022,On N Campbell Ave From W Belle Plaine Ave To W Warner Ave,170310503002,0.10164194707088395
793,[170 -02] 38309,2018-2022,On N Campbell Ave From W Belle Plaine Ave To W Warner Ave,170310503001,0.0021095249597999433
794,[170 -02] 38309,2018-2022,On N Hoyne Ave From W Argyle St To W Ainslie St,170310404024,0.20310080064692673
795,[170 -02] 38309,2018-2022,On N Ionia Ave From W Fitch Ave To N Tonty Ave,170311201001,0.43094719603710696
796,[170 -02] 38309,2018-2022,On N Keeler Ave From W Ainslie St To W Argyle St,170311404001,0.11437587504705769
797,[170 -02] 38309,2018-2022,On N Keeler Ave From W Ainslie St To W Argyle St,170311404002,0.08739632025658507
798,[170 -02] 38309,2018-2022,On N Kennison Ave From N Kilbourn Ave To N Kolmar Ave,170311404004,0.0038611693230733673
799,[170 -02] 38309,2018-2022,On N Kennison Ave From N Kilbourn Ave To N Kolmar Ave,170311404005,0.16001516390441667
800,[170 -02] 38309,2018-2022,On N Kostner Ave From W Foster Ave To W Carmen Ave,170311404003,0.1390351875143552
801,[170 -02] 38309,2018-2022,On N Kostner Ave From W Foster Ave To W Carmen Ave,170311404004,0.058228094854153596
802,[170 -02] 38309,2018-2022,On N Leavitt St From W Armitage Ave To W Moffat St,170318322002,0.0012682714894289488
803,[170 -02] 38309,2018-2022,On N Leavitt St From W Armitage Ave To W Moffat St,170312222001,0.25332906261777655
804,[170 -02] 38309,2018-2022,On N Lotus Ave From W Bloomingdale Ave To W Cortland St,170312503004,0.14603671681199037
805,[170 -02] 38309,2018-2022,On W 106th St From S Green St To S Peoria St,170317307001,0.10071287597414802
806,[170 -02] 38309,2018-2022,On N Ottawa Ave From W Touhy Ave To W Chase Ave,170310902004,0.0012853754559915896
807,[170 -02] 38309,2018-2022,On N Ottawa Ave From W Touhy Ave To W Chase Ave,170310901003,0.20487090574104683
808,[170 -02] 38309,2018-2022,On S Green St From W 106th St To W 107th St,170317307001,0.2013272367869335
809,[170 -02] 38309,2018-2022,On S Green St From W 106th St To W 107th St,170317501001,0.00043232255451207223
810,[170 -02] 38309,2018-2022,On S Harvard Ave From W 120th St To W 122nd St,170315305011,0.20123413668093987
811,[170 -02] 38309,2018-2022,On S Harvard Ave From W 120th St To W 122nd St,170315305013,0.20822851427947042
812,[170 -02] 38309,2018-2022,On S Hoyne Ave From W 101st St To W 102nd St,170317203003,0.2162000736242953
813,[170 -02] 38309,2018-2022,On S Lawndale Ave From W 61st St To W 63rd St,170316501002,0.40173470834256525
814,[170 -02] 38309,2018-2022,On S Lawndale Ave From W 61st St To W 63rd St,170316503021,0.0003334215295546251
815,[170 -02] 38309,2018-2022,On S Oakley Ave From W 101st St To W 102nd St,170317203003,0.2016505256756398
816,[170 -02] 38309,2018-2022,On S Princeton Ave From W 120th St To W 122nd St,170315305011,0.20046433180109544
817,[170 -02] 38309,2018-2022,On S Princeton Ave From W 120th St To W 122nd St,170315305013,0.20396382010274475
818,[170 -02] 38309,2018-2022,On S Wabash Ave From E Marquette Rd To E 66th Pl,170316904004,1.8528767932514853e-05
819,[170 -02] 38309,2018-2022,On S Wabash Ave From E Marquette Rd To E 66th Pl,170318425001,0.14513832116790448
820,[170 -02] 38309,2018-2022,On N Monticello Ave From W Ohio St To W Ferdinand St,170312315003,0.2030453861294138
821,[170 -02] 38309,2018-2022,W Maypole Ave And N Hamlin Blvd,170318368001,0.001
822,[170 -02] 38309,2018-2022,W Pensacola Ave And N Campbell Ave,170310503001,0.001
823,[170 -02] 38309,2018-2022,W Washington Blvd And N Pulaski Rd,170312601001,0.001
824,[170 -02] 39030,2018-2022,N Cicero Ave And W Lawrence Ave,170311204003,0.001
825,[170 -02] 39561,2018-2022,On E 96th St From S Houston Ave To S Marquette Ave,170315101001,0.5724005123506202
826,[170 -02] 39561,2018-2022,On E 96th St From S Houston Ave To S Marquette Ave,170315102001,0.11679384705946468
827,[170 -02] 39567,2018-2022,On N Northwest Hwy From N Oshkosh Ave To N Ozark Ave,170310902004,0.30376123952003514
828,[170 -02] 39567,2018-2022,On N Ozark Ave From N Northwest Hwy To N Olmsted Ave,170310902004,0.1253303142279156
829,[170 -02] 39567,2018-2022,On N Olympia Ave From N Oketo Ave To N Northwest Hwy,170310902002,0.005988047612801943
830,[170 -02] 39567,2018-2022,On N Olympia Ave From N Oketo Ave To N Northwest Hwy,170310902003,0.3460381774878119
831,[170 -02] 39568,2018-2022,On S Normal Ave From W 35th St To W Pershing Rd,170318400001,0.003132916040806745
832,[170 -02] 39568,2018-2022,On S Normal Ave From W 35th St To W Pershing Rd,170318400002,0.8029709932751538
833,[170 -02] 39568,2018-2022,On W 37th St From S Parnell Ave To S Normal Ave,170318399003,0.00015967992678990285
834,[170 -02] 39568,2018-2022,On W 37th St From S Parnell Ave To S Normal Ave,170318400002,0.10119280261509447
835,[170 -02] 39575,2018-2022,W Lawrence Ave And N Cicero Ave,170311204003,0.001
836,[170 -02] 40123,2018-2022,On N Leamington Ave From W Ferdinand St To W Ohio St,170312516003,0.22260236239965978
837,[170 -02] 40131,2018-2022,On S Troy St From W Jackson Blvd To W Fifth Ave,170312712001,0.1472349028049232
838,[170 -02] 40131,2018-2022,On W Jackson Blvd From S Kedzie Ave To S Albany Ave,170312713001,0.0020056332610057857
839,[170 -02] 40131,2018-2022,On W Jackson Blvd From S Kedzie Ave To S Albany Ave,170312712001,0.2013464465204322
840,[170 -02] 40131,2018-2022,On W Fifth Ave From S Troy St To S Albany Ave,170312712001,0.10793368746481478
841,[170 -02] 40133,2018-2022,On N Paulina St From W Farragut Ave To W Berwyn Ave,170310309004,0.10598179901341465
842,[170 -02] 40133,2018-2022,On N Paulina St From W Farragut Ave To W Berwyn Ave,170310309003,0.0007144185288206165
843,[170 -02] 40133,2018-2022,On W Farragut Ave From N Ravenswood Ave To N Paulina St,170310401001,0.051217673201197564
844,[170 -02] 40133,2018-2022,On W Farragut Ave From N Ravenswood Ave To N Paulina St,170310309004,0.1926620972350902
845,[170 -02] 40133,2018-2022,W Berwyn Ave And N Paulina St,170310309003,0.001
846,[170 -02] 40133,2018-2022,On W Winona St From N Winchester Ave To N Wolcott Ave,170310404021,0.11818120293690296
847,[170 -02] 40413,2018-2022,E 95th St And S Torrence Ave,170315102001,0.001
848,[170 -02] 40566,2018-2022,Ashe Cps - 8505 S Ingleside Ave,170314401021,0.001
849,[170 -02] 40566,2018-2022,Cook Cps - 8150 S Bishop St,170317106001,0.001
850,[170 -02] 40566,2018-2022,Davis N Cps - 3014 W 39th Pl,170315805011,0.001
851,[170 -02] 40566,2018-2022,Field Cps - 7019 N Ashland Blvd,170310106004,0.001
852,[170 -02] 40566,2018-2022,Gunsaulus Cps - 4420 S Sacramento Ave,170315805022,0.001
853,[170 -02] 40566,2018-2022,Leland Cps - 5221 W Congress Pkwy,170312521023,0.001
854,[170 -02] 40566,2018-2022,Morton Cps - 431 N Troy St,170318367002,0.001
855,[170 -02] 40566,2018-2022,Orozco Cps - 1940 W 18th St,170313109001,0.001
856,[170 -02] 40566,2018-2022,Wadsworth Cps - 6420 S University Ave,170318344001,0.001
857,[170 -02] 40566,2018-2022,Westcott Cps - 409 W 80th St,170318424003,0.001
858,[170 -02] 40566,2018-2022,Cather Cps - 2908 W Washington Blvd,170318371002,0.001
859,[170 -02] 40566,2018-2022,Corkery Cps - 2510 S Kildare Ave,170313018012,0.001
860,[170 -02] 40566,2018-2022,Fernwood Cps - 10041 S Union Ave,170317305003,0.001
861,[170 -02] 40566,2018-2022,Grissom Cps - 12810 S Escanaba Ave,170315502001,0.001
862,[170 -02] 40566,2018-2022,Heroes Cps - 8344 S Commercial Ave,170314603023,0.001
863,[170 -02] 40566,2018-2022,Morrill Cps - 6011 S Rockwell St,170318350005,0.001
864,[170 -02] 40566,2018-2022,Nash Cps - 4837 W Erie St,170312517001,0.001
865,[170 -02] 40566,2018-2022,Schmid Cps - 9755 S Greenwood Ave,170315001002,0.001
866,[170 -02] 40566,2018-2022,Webster Cps - 4055 W Arthington St,170312610002,0.001
867,[170 -02] 40700,2018-2022,On N Hiawatha Ave From W Peterson Ave To N Forest Glen Avee,170311203004,0.027022416563690796
868,[170 -02] 40700,2018-2022,On N Hiawatha Ave From W Peterson Ave To N Forest Glen Avee,170311203005,0.000727048053992732
869,[170 -02] 40700,2018-2022,On N Monitor Ave From N Indian Rd To W Peterson Ave,170311101005,0.20505529339834408
870,[170 -02] 40700,2018-2022,On N Monitor Ave From N Indian Rd To W Peterson Ave,170311101004,0.0002446695124680678
871,[170 -02] 40700,2018-2022,On N Oriole Ave From W Jarvis Ave To W Birchwood Ave,170310901003,0.0005096401137738667
872,[170 -02] 40700,2018-2022,On N Oriole Ave From W Jarvis Ave To W Birchwood Ave,170310901004,0.20420887308396427
873,[170 -02] 40700,2018-2022,On N Overhill Ave From W Jarvis Ave To W Sherwin Ave,170310901004,0.00044035887919995363
874,[170 -02] 40700,2018-2022,On N Overhill Ave From W Jarvis Ave To W Sherwin Ave,170310901003,0.10130307119761954
875,[170 -02] 40700,2018-2022,On W Peterson Ave From N Monitor Ave To N Austin Ave,170311101004,0.3019531829065582
876,[170 -02] 40700,2018-2022,On W Peterson Ave From N Monitor Ave To N Austin Ave,170311001002,0.0026133082866991652
877,[170 -02] 40700,2018-2022,On N Leoti Ave From N Le Mai Ave To N Spokane Ave,170311202003,0.000580658185296849
878,[170 -02] 40700,2018-2022,On N Leoti Ave From N Le Mai Ave To N Spokane Ave,170311202002,0.3036954360972868
879,[170 -02] 40700,2018-2022,On N Octavia Ave From W Jarvis Ave To W Birchwood Ave,170310901001,0.19979454322192083
880,[170 -02] 40700,2018-2022,On N Ottawa Ave From W Jarvis Ave To W Chase Ave,170310901003,0.1999620105467169
881,[170 -02] 40700,2018-2022,On N Spokane Ave From N Leoti Ave To W Devon Ave,170311202002,0.06111389532582556
882,[170 -02] 40700,2018-2022,W Peterson Ave And N Kilbourn Ave,170311203005,0.001
883,[170 -02] 40717,2018-2022,On S Damen Ave From W 100th St To W 101st St,170317203001,0.2015123765309472
884,[170 -02] 40717,2018-2022,S Seeley Ave And W 101st St,170317203001,0.001
885,[170 -02] 40717,2018-2022,On S Leavitt St From W 101st St To W 102nd St,170317203003,0.2041784175887853
886,[170 -02] 40717,2018-2022,On W 101st St From S Damen Ave To S Bell Ave,170317203001,0.19988168542849316
887,[170 -02] 40717,2018-2022,On W 101st St From S Damen Ave To S Bell Ave,170317203003,0.33526866329654254
888,[170 -02] 40718,2018-2022,On E 61st St From S Langley Ave To S Rhodes Ave,170314205001,0.19878354104939552
889,[170 -02] 40718,2018-2022,On E 61st St From S Langley Ave To S Rhodes Ave,170314206002,0.0987125068941112
890,[170 -02] 40718,2018-2022,On S Drexel Ave From E 65th St To E 64th St,170314208002,0.0026265713717143415
891,[170 -02] 40718,2018-2022,On S Drexel Ave From E 65th St To E 64th St,170314208001,0.20824530655023368
892,[170 -02] 40718,2018-2022,On S Kingston Ave From E 74th St To E 75th St,170314313021,0.20620941182939193
893,[170 -02] 40718,2018-2022,850-910 E 64th St,170314208001,0.04798440548671977
894,[170 -02] 40718,2018-2022,On E 72nd St From S Phillips Ave To S Exchange Ave,170314307002,0.0508906085093265
895,[170 -02] 40718,2018-2022,On S Colfax Ave From E 74th St To E 75th St,170314313021,0.2133024309744636
896,[170 -02] 40718,2018-2022,On S Phillips Ave From E 73rd St To E 72nd St,170314307002,0.21235550064646608
897,[170 -02] 40773,2018-2022,On N Allen Ave From N Kimball Ave To N Milwaukee Ave,170312106012,0.0016498759624656658
898,[170 -02] 40773,2018-2022,On N Allen Ave From N Kimball Ave To N Milwaukee Ave,170312106023,0.38651975098230484
899,[170 -02] 40773,2018-2022,On W Barry Ave From N Bernard St To N Elbridge Ave,170312106013,0.07161836966856279
900,[170 -02] 40773,2018-2022,On W Barry Ave From N Elbridge Ave To N Drake Ave,170312106013,0.1319154545159344
901,[170 -02] 40773,2018-2022,N Lavergne Ave And W Cornelia Ave,170311510011,0.001
902,[170 -02] 40773,2018-2022,On N Bernard St From W Belmont Ave To W Barry Ave,170318311001,0.0007037557909755912
903,[170 -02] 40773,2018-2022,On N Bernard St From W Belmont Ave To W Barry Ave,170312106013,0.19942730826120483
904,[170 -02] 40773,2018-2022,On N Kilbourn Ave From W Diversey Ave To W Parker Ave,170312001003,0.0029869257178948023
905,[170 -02] 40773,2018-2022,On N Kilbourn Ave From W Diversey Ave To W Parker Ave,170312002004,0.11023871382540623
906,[170 -02] 40773,2018-2022,On W Barry Ave From N Bernard St To N Gresham Ave,170312106013,0.057241621940460015
907,[170 -02] 40774,2018-2022,On E 92nd St From S Cottage Grove Ave To S St Lawrence Ave,170314408002,0.00637177010874769
908,[170 -02] 40774,2018-2022,On E 92nd St From S Cottage Grove Ave To S St Lawrence Ave,170314409002,0.4000142757006459
909,[170 -02] 40774,2018-2022,On E 96th St From S Avalon Ave To S Woodlawn Ave,170315001001,0.1034249971177128
910,[170 -02] 40774,2018-2022,E 92nd St And S St Lawrence Ave,170314409002,0.001
911,[170 -02] 40774,2018-2022,On E 94th St From S Dr Martin Luther King Jr Dr To S Wabash Ave,170314903001,0.400702368734905
912,[170 -02] 40774,2018-2022,On E 94th St From S Dr Martin Luther King Jr Dr To S Wabash Ave,170314903002,0.2691485303181952
913,[170 -02] 40774,2018-2022,On S Avalon Ave From E 97th St To E 96th St,170315001002,0.013483327860856155
914,[170 -02] 40774,2018-2022,On S Avalon Ave From E 97th St To E 96th St,170315001001,0.17560544573941606
915,[170 -02] 40774,2018-2022,E 95th St And S Cottage Grove Ave,170314905001,0.001
916,[170 -02] 40775,2018-2022,On S Ada St From W 79th St To W 77th St,170317107001,0.20314832894289653
917,[170 -02] 40775,2018-2022,On S Ada St From W 79th St To W 77th St,170317102005,0.20097632664434512
918,[170 -02] 40775,2018-2022,On W 77th St From S Ada St To S Loomis Blvd,170317102005,0.13456383781458608
919,[170 -02] 40775,2018-2022,On W 77th St From S Ada St To S Loomis Blvd,170317103001,0.0007341678249092793
920,[170 -02] 40775,2018-2022,On W 77th St From S Loomis Blvd To S Bishop St,170317103001,0.13398520928457325
921,[170 -02] 40775,2018-2022,On W 86th St From S Bishop St To S Laflin St,170317111002,0.10064325365486772
