,all_locations,location_object,lat_long,quality,api_address
125,S Karlov Ave And W Arthington St,"<[OK] Bing - Geocode [S Karlov Ave & W Arthington St, Chicago, IL 60624]>","[41.8699867, -87.7277669]",RoadIntersection,"S Karlov Ave & W Arthington St, Chicago, IL 60624"
126,S Kenneth Ave And W 81st Pl,"<[OK] Bing - Geocode [S Kenneth Ave & W 81st Pl, Chicago, IL 60652]>","[41.744916, -87.7329643]",RoadIntersection,"S Kenneth Ave & W 81st Pl, Chicago, IL 60652"
127,S Lawndale Ave And W 64th Pl,"<[OK] Bing - Geocode [S Lawndale Ave & W 64th Pl, Chicago, IL 60629]>","[41.776022, -87.715357]",RoadIntersection,"S Lawndale Ave & W 64th Pl, Chicago, IL 60629"
128,S Perry Ave And W Marquette Rd,"<[OK] Bing - Geocode [S Perry Ave & W Marquette Rd, Chicago, IL 60621]>","[41.772711, -87.628368]",RoadIntersection,"S Perry Ave & W Marquette Rd, Chicago, IL 60621"
129,S Ashland Ave And S Church St,"<[OK] Bing - Geocode [S Ashland Ave & S Church St, Chicago, IL 60643]>","[41.696354, -87.661976]",RoadIntersection,"S Ashland Ave & S Church St, Chicago, IL 60643"
130,N Mcvicker Ave And W Ardmore Ave,"<[OK] Bing - Geocode [N McVicker Ave & W Ardmore Ave, Chicago, IL 60646]>","[41.9865472, -87.779173]",RoadIntersection,"N McVicker Ave & W Ardmore Ave, Chicago, IL 60646"
131,N Menard Ave And W Madison St,"<[OK] Bing - Geocode [N Menard Ave & W Madison St, Chicago, IL 60644]>","[41.880238, -87.7697468]",RoadIntersection,"N Menard Ave & W Madison St, Chicago, IL 60644"
132,N Mozart St And W Argyle St,"<[OK] Bing - Geocode [N Mozart St & W Argyle St, Chicago, IL 60625]>","[41.972172, -87.700037]",RoadIntersection,"N Mozart St & W Argyle St, Chicago, IL 60625"
133,S Austin Blvd And W Roosevelt Rd,"<[OK] Bing - Geocode [S Austin Blvd & W Roosevelt Rd, Chicago, IL 60804]>","[41.865464, -87.774103]",RoadIntersection,"S Austin Blvd & W Roosevelt Rd, Chicago, IL 60804"
134,S Mayfield Ave And W Roosevelt Rd,"<[OK] Bing - Geocode [S Mayfield Ave & W Roosevelt Rd, Chicago, IL 60644]>","[41.865507, -87.771639]",RoadIntersection,"S Mayfield Ave & W Roosevelt Rd, Chicago, IL 60644"
135,S Monitor Ave And W Roosevelt Rd,"<[OK] Bing - Geocode [S Monitor Ave & W Roosevelt Rd, Chicago, IL 60644]>","[41.865532, -87.770402]",RoadIntersection,"S Monitor Ave & W Roosevelt Rd, Chicago, IL 60644"
136,S Scottsdale Ave And S Knox Ave,"<[OK] Bing - Geocode [S Scottsdale Ave & S Knox Ave, Chicago, IL 60652]>","[41.7462465, -87.7378105]",RoadIntersection,"S Scottsdale Ave & S Knox Ave, Chicago, IL 60652"
137,S St Louis Ave And W Columbus Ave,"<[OK] Bing - Geocode [S Saint Louis Ave & W Columbus Ave, Chicago, IL 60652]>","[41.745012, -87.709608]",RoadIntersection,"S Saint Louis Ave & W Columbus Ave, Chicago, IL 60652"
138,W 60th Pl And S Wells St,"<[OK] Bing - Geocode [W 60th Pl & S Wells St, Chicago, IL 60621]>","[41.7849721, -87.631927]",RoadIntersection,"W 60th Pl & S Wells St, Chicago, IL 60621"
139,3500 N Reta Ave,"<[OK] Bing - Geocode [3500 N Reta Ave, Chicago, IL 60657]>","[41.945617, -87.650999]",Address,"3500 N Reta Ave, Chicago, IL 60657"
140,1656 W Carmen Ave,"<[OK] Bing - Geocode [1656 W Carmen Ave, Chicago, IL 60640]>","[41.974297720767176, -87.67405590900222]",Address,"1656 W Carmen Ave, Chicago, IL 60640"
141,N Moody Ave And W Ardmore Ave,"<[OK] Bing - Geocode [N Moody Ave & W Ardmore Ave, Chicago, IL 60646]>","[41.986541849999995, -87.78108345000001]",RoadIntersection,"N Moody Ave & W Ardmore Ave, Chicago, IL 60646"
142,N Normandy Ave And W Devon Ave,"<[OK] Bing - Geocode [N Normandy Ave & W Devon Ave, Chicago, IL 60631]>","[41.9972928, -87.7939388]",RoadIntersection,"N Normandy Ave & W Devon Ave, Chicago, IL 60631"
143,S Keeler Ave And W 78th St,"<[OK] Bing - Geocode [S Keeler Ave & W 78th St, Chicago, IL 60652]>","[41.751963, -87.7263909]",RoadIntersection,"S Keeler Ave & W 78th St, Chicago, IL 60652"
144,S May St And W 107th St,"<[OK] Bing - Geocode [S May St & W 107th St, Chicago, IL 60643]>","[41.699552, -87.650722]",RoadIntersection,"S May St & W 107th St, Chicago, IL 60643"
145,S Menard Ave And W Roosevelt Rd,"<[OK] Bing - Geocode [S Menard Ave & W Roosevelt Rd, Chicago, IL 60644]>","[41.865543, -87.769181]",RoadIntersection,"S Menard Ave & W Roosevelt Rd, Chicago, IL 60644"
146,S Princeton Ave And W 60th Pl,"<[OK] Bing - Geocode [S Princeton Ave & W 60th Pl, Chicago, IL 60621]>","[41.784527, -87.632733]",RoadIntersection,"S Princeton Ave & W 60th Pl, Chicago, IL 60621"
147,S Springfield Ave And W 78th St,"<[OK] Bing - Geocode [S Springfield Ave & W 78th St, Chicago, IL 60652]>","[41.7513995, -87.7203551]",RoadIntersection,"S Springfield Ave & W 78th St, Chicago, IL 60652"
148,S Whipple St And W 52nd St,"<[OK] Bing - Geocode [S Whipple St & W 52nd St, Chicago, IL 60632]>","[41.79908, -87.700051]",RoadIntersection,"S Whipple St & W 52nd St, Chicago, IL 60632"
149,W 77th Pl And S Keeler Ave,"<[OK] Bing - Geocode [W 77th Pl & S Keeler Ave, Chicago, IL 60652]>","[41.7525773, -87.7263104]",RoadIntersection,"W 77th Pl & S Keeler Ave, Chicago, IL 60652"
150,S Avenue J And E 104th St,"<[OK] Bing - Geocode [S Avenue J & E 104th St, Chicago, IL 60617]>","[41.706384, -87.534067]",RoadIntersection,"S Avenue J & E 104th St, Chicago, IL 60617"
151,W Madison St And N Menard Ave,"<[OK] Bing - Geocode [W Madison St & N Menard Ave, Chicago, IL 60644]>","[41.880238, -87.7697468]",RoadIntersection,"W Madison St & N Menard Ave, Chicago, IL 60644"
152,W 79th St And S Karlov Ave,"<[OK] Bing - Geocode [W 79th St & S Karlov Ave, Chicago, IL 60652]>","[41.749544, -87.724303]",RoadIntersection,"W 79th St & S Karlov Ave, Chicago, IL 60652"
153,W 77th St And S Emerald Ave,"<[OK] Bing - Geocode [W 77th St & S Emerald Ave, Chicago, IL 60620]>","[41.754287, -87.642924]",RoadIntersection,"W 77th St & S Emerald Ave, Chicago, IL 60620"
154,W 59th St And S Nashville Ave,"<[OK] Bing - Geocode [W 59th St & S Nashville Ave, Chicago, IL 60638]>","[41.7849132, -87.786413]",RoadIntersection,"W 59th St & S Nashville Ave, Chicago, IL 60638"
155,W 104th St And S Hoyne Ave,"<[OK] Bing - Geocode [W 104th St & S Hoyne Ave, Chicago, IL 60643]>","[41.7046756, -87.6743016]",RoadIntersection,"W 104th St & S Hoyne Ave, Chicago, IL 60643"
156,S Perry Ave And W 68th St,"<[OK] Bing - Geocode [S Perry Ave & W 68th St, Chicago, IL 60621]>","[41.770897, -87.628291]",RoadIntersection,"S Perry Ave & W 68th St, Chicago, IL 60621"
157,S Lafayette Ave And W 115th St,"<[OK] Bing - Geocode [S Lafayette Ave & W 115th St, Chicago, IL 60628]>","[41.685304, -87.624128]",RoadIntersection,"S Lafayette Ave & W 115th St, Chicago, IL 60628"
158,S Karlov Ave And W 79th St,"<[OK] Bing - Geocode [S Karlov Ave & W 79th St, Chicago, IL 60652]>","[41.749549, -87.723984]",RoadIntersection,"S Karlov Ave & W 79th St, Chicago, IL 60652"
159,N Elston Ave And W Augusta Blvd,"<[OK] Bing - Geocode [N Elston Ave & W Augusta Blvd, Chicago, IL 60642]>","[41.8998926, -87.6566581]",RoadIntersection,"N Elston Ave & W Augusta Blvd, Chicago, IL 60642"
160,E 43rd St And S Vernon Ave,"<[OK] Bing - Geocode [E 43rd St & S Vernon Ave, Chicago, IL 60653]>","[41.816684, -87.615256]",RoadIntersection,"E 43rd St & S Vernon Ave, Chicago, IL 60653"
161,W 77th St And S Union Ave,"<[OK] Bing - Geocode [W 77th St & S Union Ave, Chicago, IL 60620]>","[41.754311, -87.641701]",RoadIntersection,"W 77th St & S Union Ave, Chicago, IL 60620"
162,S Halsted St And W 78th St,"<[OK] Bing - Geocode [S Halsted St & W 78th St, Chicago, IL 60620]>","[41.752467, -87.644107]",RoadIntersection,"S Halsted St & W 78th St, Chicago, IL 60620"
163,7503 S Emerald Ave,"<[OK] Bing - Geocode [7503 S Emerald Ave, Chicago, IL 60620]>","[41.7576024537777, -87.6429517375863]",Address,"7503 S Emerald Ave, Chicago, IL 60620"
164,S Green Bay Ave And E 103rd St,"<[OK] Bing - Geocode [S Green Bay Ave & E 103rd St, Chicago, IL 60617]>","[41.708192, -87.541328]",RoadIntersection,"S Green Bay Ave & E 103rd St, Chicago, IL 60617"
165,W 77th St And S Perry Ave,"<[OK] Bing - Geocode [W 77th St & S Perry Ave, Chicago, IL 60620]>","[41.754527, -87.627919]",RoadIntersection,"W 77th St & S Perry Ave, Chicago, IL 60620"
166,W 73rd St And S Kedzie Ave,"<[OK] Bing - Geocode [W 73rd St & S Kedzie Ave, Chicago, IL 60629]>","[41.760748, -87.702544]",RoadIntersection,"W 73rd St & S Kedzie Ave, Chicago, IL 60629"
167,W 65th St And S Lawndale Ave,"<[OK] Bing - Geocode [W 65th St & S Lawndale Ave, Chicago, IL 60629]>","[41.775104, -87.715331]",RoadIntersection,"W 65th St & S Lawndale Ave, Chicago, IL 60629"
168,S Kostner Ave And W 81st Pl,"<[OK] Bing - Geocode [S Kostner Ave & W 81st Pl, Chicago, IL 60652]>","[41.7440317, -87.7311419]",RoadIntersection,"S Kostner Ave & W 81st Pl, Chicago, IL 60652"
169,S Emerald Ave And W 79th St,"<[OK] Bing - Geocode [S Emerald Ave & W 79th St, Chicago, IL 60620]>","[41.750643, -87.64284]",RoadIntersection,"S Emerald Ave & W 79th St, Chicago, IL 60620"
170,N Sheffield Ave And W Wellington Ave,"<[OK] Bing - Geocode [N Sheffield Ave & W Wellington Ave, Chicago, IL 60657]>","[41.93627, -87.653966]",RoadIntersection,"N Sheffield Ave & W Wellington Ave, Chicago, IL 60657"
171,N Drake Ave And W Foster Ave,"<[OK] Bing - Geocode [N Drake Ave & W Foster Ave, Chicago, IL 60625]>","[41.975607, -87.717228]",RoadIntersection,"N Drake Ave & W Foster Ave, Chicago, IL 60625"
172,W Polk St And S Wells St,"<[OK] Bing - Geocode [W Polk St & S Wells St, Chicago, IL 60605]>","[41.8721357, -87.6335759]",RoadIntersection,"W Polk St & S Wells St, Chicago, IL 60605"
173,W 62nd St And S Ashland Ave,"<[OK] Bing - Geocode [W 62nd St & S Ashland Ave, Chicago, IL 60636]>","[41.7813113, -87.6642075]",RoadIntersection,"W 62nd St & S Ashland Ave, Chicago, IL 60636"
174,S Morgan St And W 107th St,"<[OK] Bing - Geocode [S Morgan St & W 107th St, Chicago, IL 60643]>","[41.699583, -87.647486]",RoadIntersection,"S Morgan St & W 107th St, Chicago, IL 60643"
175,S Ada St And W 79th St,"<[OK] Bing - Geocode [S Ada St & W 79th St, Chicago, IL 60620]>","[41.750444, -87.656992]",RoadIntersection,"S Ada St & W 79th St, Chicago, IL 60620"
176,W 77th St And S Loomis Blvd,"<[OK] Bing - Geocode [W 77th St & S Loomis Blvd, Chicago, IL 60620]>","[41.754071, -87.658693]",RoadIntersection,"W 77th St & S Loomis Blvd, Chicago, IL 60620"
177,W 77th St And S Ada St,"<[OK] Bing - Geocode [W 77th St & S Ada St, Chicago, IL 60620]>","[41.754078, -87.657062]",RoadIntersection,"W 77th St & S Ada St, Chicago, IL 60620"
178,E Oakwood Blvd And S Langley Ave,"<[OK] Bing - Geocode [E Oakwood Blvd & S Langley Ave, Chicago, IL 60653]>","[41.822738, -87.609784]",RoadIntersection,"E Oakwood Blvd & S Langley Ave, Chicago, IL 60653"
179,S Langley Ave And E 40th St,"<[OK] Bing - Geocode [S Langley Ave & E 40th St, Chicago, IL 60653]>","[41.821471, -87.609754]",RoadIntersection,"S Langley Ave & E 40th St, Chicago, IL 60653"
180,W Montrose Ave And N Narragansett Ave,"<[OK] Bing - Geocode [W Montrose Ave & N Narragansett Ave, Chicago, IL 60634]>","[41.9602162, -87.786825]",RoadIntersection,"W Montrose Ave & N Narragansett Ave, Chicago, IL 60634"
181,W Montrose Ave And N Mulligan Ave,"<[OK] Bing - Geocode [W Montrose Ave & N Mulligan Ave, Chicago, IL 60634]>","[41.960252, -87.785553]",RoadIntersection,"W Montrose Ave & N Mulligan Ave, Chicago, IL 60634"
182,W Montrose Ave And N Mobile Ave,"<[OK] Bing - Geocode [W Montrose Ave & N Mobile Ave, Chicago, IL 60634]>","[41.960265, -87.784335]",RoadIntersection,"W Montrose Ave & N Mobile Ave, Chicago, IL 60634"
183,S Natoma Ave And W 57th St,"<[OK] Bing - Geocode [S Natoma Ave & W 57th St, Chicago, IL 60638]>","[41.788582, -87.787736]",RoadIntersection,"S Natoma Ave & W 57th St, Chicago, IL 60638"
184,W 56th St And S Nottingham Ave,"<[OK] Bing - Geocode [W 56th St & S Nottingham Ave, Chicago, IL 60638]>","[41.7902499, -87.7989121]",RoadIntersection,"W 56th St & S Nottingham Ave, Chicago, IL 60638"
185,W 56th St And S Natoma Ave,"<[OK] Bing - Geocode [W 56th St & S Natoma Ave, Chicago, IL 60638]>","[41.790433, -87.787807]",RoadIntersection,"W 56th St & S Natoma Ave, Chicago, IL 60638"
186,W 57th St And S Nashville Ave,"<[OK] Bing - Geocode [W 57th St & S Nashville Ave, Chicago, IL 60638]>","[41.788607, -87.786485]",RoadIntersection,"W 57th St & S Nashville Ave, Chicago, IL 60638"
187,N Narragansett Ave And W Roscoe St,"<[OK] Bing - Geocode [N Narragansett Ave & W Roscoe St, Chicago, IL 60634]>","[41.941997, -87.786173]",RoadIntersection,"N Narragansett Ave & W Roscoe St, Chicago, IL 60634"
188,W Newport Ave And N Narragansett Ave,"<[OK] Bing - Geocode [W Newport Ave & N Narragansett Ave, Chicago, IL 60634]>","[41.94293, -87.786221]",RoadIntersection,"W Newport Ave & N Narragansett Ave, Chicago, IL 60634"
189,W Cornelia Ave And N Nagle Ave,"<[OK] Bing - Geocode [W Cornelia Ave & N Nagle Ave, Chicago, IL 60634]>","[41.943829, -87.787469]",RoadIntersection,"W Cornelia Ave & N Nagle Ave, Chicago, IL 60634"
190,N Octavia Ave And W Jarvis Ave,"<[OK] Bing - Geocode [N Octavia Ave & W Jarvis Ave, Chicago, IL 60631]>","[42.0152903, -87.8090486]",RoadIntersection,"N Octavia Ave & W Jarvis Ave, Chicago, IL 60631"
191,N Overhill Ave And W Sherwin Ave,"<[OK] Bing - Geocode [N Overhill Ave & W Sherwin Ave, Chicago, IL 60631]>","[42.0141385, -87.8188146]",RoadIntersection,"N Overhill Ave & W Sherwin Ave, Chicago, IL 60631"
192,W Jarvis Ave And N Ottawa Ave,"<[OK] Bing - Geocode [W Jarvis Ave & N Ottawa Ave, Chicago, IL 60631]>","[42.0150712, -87.8175616]",RoadIntersection,"W Jarvis Ave & N Ottawa Ave, Chicago, IL 60631"
193,N Ottawa Ave And W Jarvis Ave,"<[OK] Bing - Geocode [N Ottawa Ave & W Jarvis Ave, Chicago, IL 60631]>","[42.0150712, -87.8175616]",RoadIntersection,"N Ottawa Ave & W Jarvis Ave, Chicago, IL 60631"
194,W Jarvis Ave And N Oriole Ave,"<[OK] Bing - Geocode [W Jarvis Ave, Chicago, IL 60645]>","[42.0151327500122, -87.6811445500041]",RoadBlock,"W Jarvis Ave, Chicago, IL 60645"
195,N Oriole Ave And W Birchwood Ave,"<[OK] Bing - Geocode [N Oriole Ave & W Birchwood Ave, Chicago, IL 60631]>","[42.016936, -87.816354]",RoadIntersection,"N Oriole Ave & W Birchwood Ave, Chicago, IL 60631"
196,S Karlov Ave And W 62nd St,"<[OK] Bing - Geocode [S Karlov Ave & W 62nd St, Chicago, IL 60629]>","[41.780424, -87.725241]",RoadIntersection,"S Karlov Ave & W 62nd St, Chicago, IL 60629"
197,W 61st St And S Karlov Ave,"<[OK] Bing - Geocode [W 61st St & S Karlov Ave, Chicago, IL 60629]>","[41.7822397, -87.7252404]",RoadIntersection,"W 61st St & S Karlov Ave, Chicago, IL 60629"
198,W 62nd St And S Keeler Ave,"<[OK] Bing - Geocode [W 62nd St & S Keeler Ave, Chicago, IL 60629]>","[41.780395, -87.727697]",RoadIntersection,"W 62nd St & S Keeler Ave, Chicago, IL 60629"
199,W 62nd St And S Komensky Ave,"<[OK] Bing - Geocode [W 62nd St & S Komensky Ave, Chicago, IL 60629]>","[41.780445, -87.724026]",RoadIntersection,"W 62nd St & S Komensky Ave, Chicago, IL 60629"
200,W 62nd St And S Karlov Ave,"<[OK] Bing - Geocode [W 62nd St & S Karlov Ave, Chicago, IL 60629]>","[41.780424, -87.725241]",RoadIntersection,"W 62nd St & S Karlov Ave, Chicago, IL 60629"
201,W 62nd St And S Kildare Ave,"<[OK] Bing - Geocode [W 62nd St & S Kildare Ave, Chicago, IL 60629]>","[41.78037, -87.73013]",RoadIntersection,"W 62nd St & S Kildare Ave, Chicago, IL 60629"
202,W 62nd St And S Pulaski Rd,"<[OK] Bing - Geocode [W 62nd St & S Pulaski Rd, Chicago, IL 60629]>","[41.7804754, -87.7228809]",RoadIntersection,"W 62nd St & S Pulaski Rd, Chicago, IL 60629"
203,W 53rd St And S Hamlin Ave,"<[OK] Bing - Geocode [W 53rd St & S Hamlin Ave, Chicago, IL 60632]>","[41.796985, -87.718349]",RoadIntersection,"W 53rd St & S Hamlin Ave, Chicago, IL 60632"
204,W 53rd St And S Springfield Ave,"<[OK] Bing - Geocode [W 53rd St & S Springfield Ave, Chicago, IL 60632]>","[41.796948, -87.720798]",RoadIntersection,"W 53rd St & S Springfield Ave, Chicago, IL 60632"
205,W 53rd St And S Pulaski Rd,"<[OK] Bing - Geocode [W 53rd St & S Pulaski Rd, Chicago, IL 60632]>","[41.79688, -87.723145]",RoadIntersection,"W 53rd St & S Pulaski Rd, Chicago, IL 60632"
206,N Mobile Ave And W Bloomingdale Ave,"<[OK] Bing - Geocode [N Mobile Ave & W Bloomingdale Ave, Chicago, IL 60639]>","[41.912847, -87.78253]",RoadIntersection,"N Mobile Ave & W Bloomingdale Ave, Chicago, IL 60639"
207,W Cortland St And N Mobile Ave,"<[OK] Bing - Geocode [W Cortland St & N Mobile Ave, Chicago, IL 60639]>","[41.9146608, -87.7821653]",RoadIntersection,"W Cortland St & N Mobile Ave, Chicago, IL 60639"
208,W Wabansia Ave And N Mobile Ave,"<[OK] Bing - Geocode [W Wabansia Ave & N Mobile Ave, Chicago, IL 60639]>","[41.910996, -87.783384]",RoadIntersection,"W Wabansia Ave & N Mobile Ave, Chicago, IL 60639"
209,W 60th St And S Mobile Ave,"<[OK] Bing - Geocode [W 60th St & S Mobile Ave, Chicago, IL 60638]>","[41.783207, -87.778928]",RoadIntersection,"W 60th St & S Mobile Ave, Chicago, IL 60638"
210,W 60th St And S Nagle Ave,"<[OK] Bing - Geocode [W 60th St & S Nagle Ave, Chicago, IL 60638]>","[41.7831479, -87.7827176]",RoadIntersection,"W 60th St & S Nagle Ave, Chicago, IL 60638"
211,W 60th St And S Natchez Ave,"<[OK] Bing - Geocode [W 60th St & S Natchez Ave, Chicago, IL 60638]>","[41.7831279, -87.7839139]",RoadIntersection,"W 60th St & S Natchez Ave, Chicago, IL 60638"
212,W 60th St And S Normandy Ave,"<[OK] Bing - Geocode [W 60th St & S Normandy Ave, Chicago, IL 60638]>","[41.7830719, -87.7888116]",RoadIntersection,"W 60th St & S Normandy Ave, Chicago, IL 60638"
213,W 60th St And S Mulligan Ave,"<[OK] Bing - Geocode [W 60th St & S Mulligan Ave, Chicago, IL 60638]>","[41.783192, -87.7802336]",RoadIntersection,"W 60th St & S Mulligan Ave, Chicago, IL 60638"
214,W 60th St And S Narragansett Ave,"<[OK] Bing - Geocode [W 60th St & S Narragansett Ave, Chicago, IL 60638]>","[41.783176, -87.781467]",RoadIntersection,"W 60th St & S Narragansett Ave, Chicago, IL 60638"
215,W 60th St And S Natoma Ave,"<[OK] Bing - Geocode [W 60th St & S Natoma Ave, Chicago, IL 60638]>","[41.7830839, -87.7875778]",RoadIntersection,"W 60th St & S Natoma Ave, Chicago, IL 60638"
216,W 60th St And S Rutherford Ave,"<[OK] Bing - Geocode [W 60th St & S Rutherford Ave, Chicago, IL 60638]>","[41.7830439, -87.7900079]",RoadIntersection,"W 60th St & S Rutherford Ave, Chicago, IL 60638"
217,6534 W 60th St,"<[OK] Bing - Geocode [6534 W 60th St, Chicago, IL 60638]>","[41.7831607994285, -87.78446164282114]",Address,"6534 W 60th St, Chicago, IL 60638"
218,S Aberdeen St And W 105th St,"<[OK] Bing - Geocode [S Aberdeen St & W 105th St, Chicago, IL 60643]>","[41.703212, -87.649971]",RoadIntersection,"S Aberdeen St & W 105th St, Chicago, IL 60643"
219,W 105th St And S Morgan St,"<[OK] Bing - Geocode [W 105th St & S Morgan St, Chicago, IL 60643]>","[41.703231, -87.647567]",RoadIntersection,"W 105th St & S Morgan St, Chicago, IL 60643"
220,S Aberdeen St And W 103rd St,"<[OK] Bing - Geocode [S Aberdeen St & W 103rd St, Chicago, IL 60643]>","[41.706849, -87.650134]",RoadIntersection,"S Aberdeen St & W 103rd St, Chicago, IL 60643"
221,W 105th St And S Green St,"<[OK] Bing - Geocode [W 105th St & S Green St, Chicago, IL 60643]>","[41.703263, -87.643946]",RoadIntersection,"W 105th St & S Green St, Chicago, IL 60643"
222,W 105th St And S Sangamon St,"<[OK] Bing - Geocode [W 105th St & S Sangamon St, Chicago, IL 60643]>","[41.703239, -87.646357]",RoadIntersection,"W 105th St & S Sangamon St, Chicago, IL 60643"
223,W 100th St And S Normal Ave,"<[OK] Bing - Geocode [W 100th St & S Normal Ave, Chicago, IL 60628]>","[41.712479, -87.6357]",RoadIntersection,"W 100th St & S Normal Ave, Chicago, IL 60628"
224,W 101st St And S Morgan St,"<[OK] Bing - Geocode [W 101st St & S Morgan St, Chicago, IL 60643]>","[41.710493, -87.647775]",RoadIntersection,"W 101st St & S Morgan St, Chicago, IL 60643"
225,S Calumet Ave And E 87th St,"<[OK] Bing - Geocode [S Calumet Ave & E 87th St, Chicago, IL 60619]>","[41.736476, -87.61616]",RoadIntersection,"S Calumet Ave & E 87th St, Chicago, IL 60619"
226,S Calumet Ave And E 89th St,"<[OK] Bing - Geocode [S Calumet Ave & E 89th St, Chicago, IL 60619]>","[41.732831, -87.616056]",RoadIntersection,"S Calumet Ave & E 89th St, Chicago, IL 60619"
227,S Eberhart Ave And E 87th St,"<[OK] Bing - Geocode [S Eberhart Ave & E 87th St, Chicago, IL 60619]>","[41.7365419, -87.6120975]",RoadIntersection,"S Eberhart Ave & E 87th St, Chicago, IL 60619"
228,E 102nd Pl And S State St,"<[OK] Bing - Geocode [E 102nd Pl & S State St, Chicago, IL 60628]>","[41.708083, -87.623554]",RoadIntersection,"E 102nd Pl & S State St, Chicago, IL 60628"
229,W 102nd St And S Perry Ave,"<[OK] Bing - Geocode [W 102nd St & S Perry Ave, Chicago, IL 60628]>","[41.708943, -87.625956]",RoadIntersection,"W 102nd St & S Perry Ave, Chicago, IL 60628"
230,W 99th St And S La Salle St,"<[OK] Bing - Geocode [W 99th St & S La Salle St, Chicago, IL 60628]>","[41.714398, -87.627293]",RoadIntersection,"W 99th St & S La Salle St, Chicago, IL 60628"
