,Unnamed: 0,location_name,from,to,from_lat_long,to_lat_long,from_blockgroup,to_blockgroup
141,208,On W 57th St From S Nashville Ave To S Natoma Ave,W 57th St And S Nashville Ave,W 57th St And S Natoma Ave,"[41.788607, -87.786485]","[41.788582, -87.787736]",170315610002,170315610002
142,209,On N Narragansett Ave From W Roscoe St To W Addison St,N Narragansett Ave And W Roscoe St,N Narragansett Ave And W Addison St,"[41.941997, -87.786173]","[41.94568, -87.786294]",170311711003,170311702002
143,211,On W Cornelia Ave From N Nagle Ave To N Narragansett Ave,W Cornelia Ave And N Nagle Ave,W Cornelia Ave And N Narragansett Ave,"[41.943829, -87.787469]","[41.943842, -87.786262]",170311710001,170311711003
144,212,On N Octavia Ave From W Jarvis Ave To W Birchwood Ave,N Octavia Ave And W Jarvis Ave,N Octavia Ave And W Birchwood Ave,"[42.0152903, -87.8090486]","[42.017087, -87.809024]",170310901001,170310901001
145,213,On N Overhill Ave From W Sherwin Ave To W Birchwood Ave,N Overhill Ave And W Sherwin Ave,N Overhill Ave And W Birchwood Ave,"[42.0141385, -87.8188146]","[42.0168859, -87.8187884]",170310901003,170310901004
146,214,On W Jarvis Ave From N Ottawa Ave To N Overhill Ave,W Jarvis Ave And N Ottawa Ave,W Jarvis Ave And N Overhill Ave,"[42.0150712, -87.8175616]","[42.0150532, -87.8187831]",170310901003,170310901004
147,215,On N Ottawa Ave From W Jarvis Ave To W Chase Ave,N Ottawa Ave And W Jarvis Ave,N Ottawa Ave And W Chase Ave,"[42.0150712, -87.8175616]","[42.013273, -87.817587]",170310901003,170310901003
148,216,On W Jarvis Ave From N Oriole Ave To N Ottawa Ave,W Jarvis Ave And N Oriole Ave,W Jarvis Ave And N Ottawa Ave,"[42.015095, -87.816376]","[42.0150712, -87.8175616]",170310901003,170310901003
149,218,On S Karlov Ave From W 62nd St To W 61st St,S Karlov Ave And W 62nd St,S Karlov Ave And W 61st St,"[41.780424, -87.725241]","[41.7822397, -87.7252404]",170316502002,170316502002
150,219,On W 61st St From S Karlov Ave To S Komensky Ave,W 61st St And S Karlov Ave,W 61st St And S Komensky Ave,"[41.7822397, -87.7252404]","[41.782269, -87.724089]",170316502002,170316502002
151,220,On W 62nd St From S Keeler Ave To S Kildare Ave,W 62nd St And S Keeler Ave,W 62nd St And S Kildare Ave,"[41.780395, -87.727697]","[41.78037, -87.73013]",170316502002,170316502003
152,221,On W 62nd St From S Komensky Ave To S Karlov Ave,W 62nd St And S Komensky Ave,W 62nd St And S Karlov Ave,"[41.780445, -87.724026]","[41.780424, -87.725241]",170316502002,170316502002
153,222,On W 61st St From S Karlov Ave To S Kedvale Ave,W 61st St And S Karlov Ave,W 61st St And S Kedvale Ave,"[41.7822397, -87.7252404]","[41.7822317, -87.7265278]",170316502002,170316502002
154,223,On W 62nd St From S Karlov Ave To S Keeler Ave,W 62nd St And S Karlov Ave,W 62nd St And S Keeler Ave,"[41.780424, -87.725241]","[41.780395, -87.727697]",170316502002,170316502002
155,224,On W 62nd St From S Kildare Ave To S Kostner Ave,W 62nd St And S Kildare Ave,W 62nd St And S Kostner Ave,"[41.78037, -87.73013]","[41.780346, -87.732586]",170316502003,170316502003
156,225,On W 62nd St From S Pulaski Rd To S Komensky Ave,W 62nd St And S Pulaski Rd,W 62nd St And S Komensky Ave,"[41.7804754, -87.7228809]","[41.780445, -87.724026]",170316502002,170316502002
157,226,On W 53rd St From S Hamlin Ave To S Millard Ave,W 53rd St And S Hamlin Ave,W 53rd St And S Millard Ave,"[41.796985, -87.718349]","[41.797037, -87.714698]",170316201002,170316201002
158,227,On W 53rd St From S Springfield Ave To S Hamlin Ave,W 53rd St And S Springfield Ave,W 53rd St And S Hamlin Ave,"[41.796948, -87.720798]","[41.796985, -87.718349]",170316201002,170316201002
159,228,On W 53rd St From S Pulaski Rd To S Springfield Ave,W 53rd St And S Pulaski Rd,W 53rd St And S Springfield Ave,"[41.79688, -87.723145]","[41.796948, -87.720798]",170316201001,170316201002
160,229,On N Mobile Ave From W Bloomingdale Ave To W Cortland St,N Mobile Ave And W Bloomingdale Ave,N Mobile Ave And W Cortland St,"[41.912847, -87.78253]","[41.9146608, -87.7821653]",170312504005,170312504005
161,230,On W Cortland St From N Mobile Ave To N Mulligan Ave,W Cortland St And N Mobile Ave,W Cortland St And N Mulligan Ave,"[41.9146608, -87.7821653]","[41.91464, -87.783504]",170312504005,170312504005
162,231,On N Mobile Ave From W Bloomingdale Ave To W Wabansia Ave,N Mobile Ave And W Bloomingdale Ave,N Mobile Ave And W Wabansia Ave,"[41.912847, -87.78253]","[41.910996, -87.783384]",170312504005,170312504005
163,232,On W Wabansia Ave From N Mobile Ave To N Narragansett Ave,W Wabansia Ave And N Mobile Ave,W Wabansia Ave And N Narragansett Ave,"[41.910996, -87.783384]","[41.910967, -87.785024]",170312504005,170312504005
164,233,On W 60th St From S Mobile Ave To S Merrimac Ave,W 60th St And S Mobile Ave,W 60th St And S Merrimac Ave,"[41.783207, -87.778928]","[41.783221, -87.77773]",170316403003,170316403006
165,234,On W 60th St From S Nagle Ave To S Narragansett Ave,W 60th St And S Nagle Ave,W 60th St And S Narragansett Ave,"[41.7831479, -87.7827176]","[41.783176, -87.781467]",170316404001,170316403003
166,235,On W 60th St From S Natchez Ave To S Nagle Ave,W 60th St And S Natchez Ave,W 60th St And S Nagle Ave,"[41.7831279, -87.7839139]","[41.7831479, -87.7827176]",170316404001,170316404001
167,236,On W 60th St From S Normandy Ave To S Natoma Ave,W 60th St And S Normandy Ave,W 60th St And S Natoma Ave,"[41.7830719, -87.7888116]","[41.7830839, -87.7875778]",170316404002,170316404002
168,237,On W 60th St From S Mulligan Ave To S Mobile Ave,W 60th St And S Mulligan Ave,W 60th St And S Mobile Ave,"[41.783192, -87.7802336]","[41.783207, -87.778928]",170316403003,170316403003
169,238,On W 60th St From S Narragansett Ave To S Mulligan Ave,W 60th St And S Narragansett Ave,W 60th St And S Mulligan Ave,"[41.783176, -87.781467]","[41.783192, -87.7802336]",170316403003,170316403003
170,239,On W 60th St From S Natoma Ave To S Nashville Ave,W 60th St And S Natoma Ave,W 60th St And S Nashville Ave,"[41.7830839, -87.7875778]","[41.7830959, -87.7863762]",170316404002,170316404002
171,240,On W 60th St From S Rutherford Ave To S Normandy Ave,W 60th St And S Rutherford Ave,W 60th St And S Normandy Ave,"[41.7830439, -87.7900079]","[41.7830719, -87.7888116]",170316404002,170316404002
172,241,6534-6600 W 60th St,6534 W 60th St,6600 W 60th St,"[41.7831607994285, -87.78446164282114]","[41.78311919638739, -87.78711958295126]",170316404001,170316404002
173,242,On S Aberdeen St From W 105th St To W 104th Pl,S Aberdeen St And W 105th St,S Aberdeen St And W 104th Pl,"[41.703212, -87.649971]","[41.704087, -87.650003]",170317307002,170317307002
174,243,On W 105th St From S Morgan St To S Sangamon St,W 105th St And S Morgan St,W 105th St And S Sangamon St,"[41.703231, -87.647567]","[41.703239, -87.646357]",170317307002,170317307001
175,245,On W 105th St From S Green St To S Halsted St,W 105th St And S Green St,W 105th St And S Halsted St,"[41.703263, -87.643946]","[41.703282, -87.642793]",170317307001,170317307001
176,246,On W 105th St From S Sangamon St To S Green St,W 105th St And S Sangamon St,W 105th St And S Green St,"[41.703239, -87.646357]","[41.703263, -87.643946]",170317307001,170317307001
177,247,On W 100th St From S Normal Ave To S Emerald Ave,W 100th St And S Normal Ave,W 100th St And S Emerald Ave,"[41.712479, -87.6357]","[41.712407, -87.641767]",170317305002,170317305004
178,248,On W 101st St From S Morgan St To S Green St,W 101st St And S Morgan St,W 101st St And S Green St,"[41.710493, -87.647775]","[41.71054, -87.64416]",170317306003,170317306003
179,249,On S Calumet Ave From E 87th St To E 89th St,S Calumet Ave And E 87th St,S Calumet Ave And E 89th St,"[41.736476, -87.61616]","[41.732831, -87.616056]",170314406001,170314406001
180,251,On S Eberhart Ave From E 87th St To E 89th St,S Eberhart Ave And E 87th St,S Eberhart Ave And E 89th St,"[41.7365419, -87.6120975]","[41.732882, -87.612022]",170314402023,170314409003
181,252,On E 102nd Pl From S State St To S Michigan Ave,E 102nd Pl And S State St,E 102nd Pl And S Michigan Ave,"[41.708083, -87.623554]","[41.708131, -87.620077]",170314907002,170314908005
182,253,On W 102nd St From S Perry Ave To S La Salle St,W 102nd St And S Perry Ave,W 102nd St And S La Salle St,"[41.708943, -87.625956]","[41.708939, -87.627158]",170314907002,170314907002
183,254,On W 99th St From S La Salle St To S State St,W 99th St And S La Salle St,W 99th St And S State St,"[41.714398, -87.627293]","[41.71435, -87.623508]",170314907001,170314908003
184,256,On S Perry Ave From W 101st St To W 102nd St,S Perry Ave And W 101st St,S Perry Ave And W 102nd St,"[41.710774, -87.6259925]","[41.708943, -87.625956]",170314907002,170314907002
185,257,On W 102nd St From S Perry Ave To S Lafayette Ave,W 102nd St And S Perry Ave,W 102nd St And S Lafayette Ave,"[41.708943, -87.625956]","[41.708975, -87.624785]",170314907002,170314907002
186,258,On W 99th St From S Wentworth Ave To S La Salle St,W 99th St And S Wentworth Ave,W 99th St And S La Salle St,"[41.714155, -87.628545]","[41.714398, -87.627293]",170314906001,170314907001
187,259,On N Keeler Ave From W Augusta Blvd To W Walton St,N Keeler Ave And W Augusta Blvd,N Keeler Ave And W Walton St,"[41.898961, -87.731123]","[41.898023, -87.7310892]",170318421006,170318421003
188,260,On W Augusta Blvd From N Karlov Ave To N Keeler Ave,W Augusta Blvd And N Karlov Ave,W Augusta Blvd And N Keeler Ave,"[41.899003, -87.728654]","[41.898961, -87.731123]",170318421006,170318421006
189,262,On N Keeler Ave From W Thomas St To W Walton St,N Keeler Ave And W Thomas St,N Keeler Ave And W Walton St,"[41.9008114, -87.731172]","[41.898023, -87.7310892]",170318421004,170318421003
190,263,On W Augusta Blvd From N Pulaski Rd To N Karlov Ave,W Augusta Blvd And N Pulaski Rd,W Augusta Blvd And N Karlov Ave,"[41.899051, -87.726194]","[41.899003, -87.728654]",170318421006,170318421006
191,264,On S Western Ave From W 116th St To W 118th St,S Western Ave And W 116th St,S Western Ave And W 118th St,"[41.682726, -87.680803]","[41.678956, -87.680822]",170317505002,170317504002
192,265,On W 116th St From S Campbell Ave To S Maplewood Ave,W 116th St And S Campbell Ave,W 116th St And S Maplewood Ave,"[41.682692, -87.683338]","[41.6826856, -87.684571]",170317504002,170317504003
193,266,On W 118th St From S Artesian Ave To S Maplewood Ave,W 118th St And S Artesian Ave,W 118th St And S Maplewood Ave,"[41.6791, -87.681998]","[41.6790503, -87.6844434]",170317504002,170317504003
194,267,On W 116th St From S Artesian Ave To S Campbell Ave,W 116th St And S Artesian Ave,W 116th St And S Campbell Ave,"[41.682713, -87.682111]","[41.682692, -87.683338]",170317504002,170317504002
195,268,On W 116th St From S Western Ave To S Artesian Ave,W 116th St And S Western Ave,W 116th St And S Artesian Ave,"[41.68273, -87.680947]","[41.682713, -87.682111]",170317504002,170317504002
196,269,On W 118th St From S Western Ave To S Artesian Ave,W 118th St And S Western Ave,W 118th St And S Artesian Ave,"[41.679109, -87.680833]","[41.6791, -87.681998]",170317504002,170317504002
197,270,On E 96th St From S Luella Ave To S Brennan Ave,E 96th St And S Luella Ave,E 96th St And S Brennan Ave,"[41.721317, -87.568916]","[41.721326, -87.567908]",170315103001,170315103001
198,271,On E 97th St From S Crandon Ave To S Luella Ave,E 97th St And S Crandon Ave,E 97th St And S Luella Ave,"[41.718649, -87.567153]","[41.718431, -87.569318]",170315103001,170315103004
199,272,On E 98th St From S Oglesby Ave To S Crandon Ave,E 98th St And S Oglesby Ave,E 98th St And S Crandon Ave,"[41.716083, -87.56606]","[41.716548, -87.566769]",170315103001,170315103001
200,273,On S Oglesby Ave From E 98th St To E 99th St,S Oglesby Ave And E 98th St,S Oglesby Ave And E 99th St,"[41.716083, -87.56606]","[41.71532, -87.565831]",170315103001,170315103004
201,274,On E 96th St From S Luella Ave To S Merrion Ave,E 96th St And S Luella Ave,E 96th St And S Merrion Ave,"[41.721317, -87.568916]","[41.721301, -87.569932]",170315103001,170315103002
202,275,On E 97th St From S Oglesby Ave To S Crandon Ave,E 97th St And S Oglesby Ave,E 97th St And S Crandon Ave,"[41.718447, -87.566339]","[41.718649, -87.567153]",170315103001,170315103001
203,276,On S Luella Ave From E 97th St To E 96th St,S Luella Ave And E 97th St,S Luella Ave And E 96th St,"[41.718431, -87.569318]","[41.721317, -87.568916]",170315103004,170315103001
204,278,On N Kimball Ave From W Peterson Ave To W Granville Ave,N Kimball Ave And W Peterson Ave,N Kimball Ave And W Granville Ave,"[41.99035, -87.714006]","[41.9937928, -87.7141168]",170311301003,170311301003
205,279,On W Granville Ave From N Ridgeway Ave To N Monticello Ave,W Granville Ave And N Ridgeway Ave,W Granville Ave And N Monticello Ave,"[41.9937239, -87.7226875]","[41.9937418, -87.7202064]",170311301001,170311301001
206,280,On N Lawndale Ave From W Peterson Ave To W Granville Ave,N Lawndale Ave And W Peterson Ave,N Lawndale Ave And W Granville Ave,"[41.9902878, -87.7213639]","[41.9937219, -87.7214242]",170311301002,170311301002
207,282,On S Leavitt St From W 101st St To W 102nd St,S Leavitt St And W 101st St,S Leavitt St And W 102nd St,"[41.7100922, -87.6768799]","[41.708256, -87.676869]",170317203003,170317203003
208,283,On W 101st St From S Hoyne Ave To S Bell Ave,W 101st St And S Hoyne Ave,W 101st St And S Bell Ave,"[41.7101522, -87.6744814]","[41.7100681, -87.6781023]",170317203003,170317203003
209,285,On W 101st St From S Damen Ave To S Hoyne Ave,W 101st St And S Damen Ave,W 101st St And S Hoyne Ave,"[41.710202, -87.6720715]","[41.7101522, -87.6744814]",170317203001,170317203003
210,288,On E 75th St From S Langley Ave To S Cottage Grove Ave,E 75th St And S Langley Ave,E 75th St And S Cottage Grove Ave,"[41.758519, -87.607855]","[41.75857, -87.605404]",170316914001,170316914001
211,289,On S Evans Ave From E 74th St To E 75th St,S Evans Ave And E 74th St,S Evans Ave And E 75th St,"[41.760365, -87.606687]","[41.758542, -87.606638]",170316909002,170316914001
212,290,On E 75th St From S Rhodes Ave To S Champlain Ave,E 75th St And S Rhodes Ave,E 75th St And S Champlain Ave,"[41.758454, -87.611489]","[41.758495, -87.609052]",170316914004,170316914004
213,291,On E 96th St From S Avalon Ave To S Woodlawn Ave,E 96th St And S Avalon Ave,E 96th St And S Woodlawn Ave,"[41.720361, -87.593497]","[41.720347, -87.594743]",170315001001,170315001001
214,292,On S Avalon Ave From E 97th St To E 96th St,S Avalon Ave And E 97th St,S Avalon Ave And E 96th St,"[41.718661, -87.593441]","[41.720361, -87.593497]",170315001002,170315001001
215,293,On E 97th St From S Dobson Ave To S Avalon Ave,E 97th St And S Dobson Ave,E 97th St And S Avalon Ave,"[41.718789, -87.598287]","[41.718846, -87.593445]",170315001001,170315001001
216,294,On S Woodlawn Ave From E 97th St To E 96th St,S Woodlawn Ave And E 97th St,S Woodlawn Ave And E 96th St,"[41.718837, -87.594684]","[41.720347, -87.594743]",170315001001,170315001001
217,295,On E 92nd St From S Anthony Ave To S Essex Ave,E 92nd St And S Anthony Ave,E 92nd St And S Essex Ave,"[41.728186, -87.556381]","[41.728084, -87.563336]",170314805003,170314805001
218,296,On E 92nd St From S Saginaw Ave To S Colfax Ave,E 92nd St And S Saginaw Ave,E 92nd St And S Colfax Ave,"[41.72812, -87.559512]","[41.728094, -87.560884]",170314805003,170314805001
219,297,On E 95th Pl From S Calhoun Ave To S Oglesby Ave,E 95th Pl And S Calhoun Ave,E 95th Pl And S Oglesby Ave,"[41.721601, -87.562428]","[41.722577, -87.565904]",170315102001,170315103001
220,298,2400-2500 E 95th St,2400 E 95th St,2500 E 95th St,"[41.722266, -87.564102]","[41.723107, -87.557377]",170315102001,170314805002
221,299,On E 80th St From S Jeffery Blvd To S Chappel Ave,E 80th St And S Jeffery Blvd,E 80th St And S Chappel Ave,"[41.749793, -87.575957]","[41.749806, -87.574722]",170314605007,170314605007
222,300,On E 82nd St From S Chappel Ave To S Euclid Ave,E 82nd St And S Chappel Ave,E 82nd St And S Euclid Ave,"[41.746173, -87.574639]","[41.746133, -87.577054]",170314605005,170314605005
223,301,On S Jeffery Blvd From E 79th St To E 80th St,S Jeffery Blvd And E 79th St,S Jeffery Blvd And E 80th St,"[41.751608, -87.575975]","[41.749793, -87.575957]",170314312001,170314605007
224,302,On E 80th St From S Jeffery Blvd To S Euclid Ave,E 80th St And S Jeffery Blvd,E 80th St And S Euclid Ave,"[41.749793, -87.575957]","[41.749779, -87.577158]",170314605007,170314605007
225,303,On E 82nd St From S Euclid Ave To S South Chicago Ave,E 82nd St And S Euclid Ave,E 82nd St And S South Chicago Ave,"[41.746133, -87.577054]","[41.7460711, -87.5780236]",170314605005,170314605005
226,304,On S Merrill Ave From E 81st St To E 82nd St,S Merrill Ave And E 81st St,S Merrill Ave And E 82nd St,"[41.747996, -87.572251]","[41.74619, -87.572284]",170314605005,170314605004
227,305,On E 110th St From S Avenue L To S State Line Rd,E 110th St And S Avenue L,E 110th St And S State Line Rd,"[41.695481, -87.536465]","[41.695418, -87.524625]",170315203004,170315205002
228,306,On S Avenue L From E 107th St To E 109th St,S Avenue L And E 107th St,S Avenue L And E 109th St,"[41.7009339, -87.5364927]","[41.697294, -87.536474]",170315203002,170315203004
229,307,On E 110th St From S Avenue O To S Avenue B,E 110th St And S Avenue O,E 110th St And S Avenue B,"[41.695493, -87.540106]","[41.695429, -87.525812]",170315206001,170315205002
230,308,On E 92nd Pl From S St Lawrence Ave To S Cottage Grove Ave,E 92nd Pl And S St Lawrence Ave,E 92nd Pl And S Cottage Grove Ave,"[41.7265458, -87.6094193]","[41.72662, -87.604675]",170314409002,170314409002
231,309,On S St Lawrence Ave From E 92nd Pl To E 91st Pl,S St Lawrence Ave And E 92nd Pl,S St Lawrence Ave And E 91st Pl,"[41.7265458, -87.6094193]","[41.7283613, -87.609464]",170314409002,170314409002
232,310,On E 92nd St From S Eberhart Ave To S St Lawrence Ave,E 92nd St And S Eberhart Ave,E 92nd St And S St Lawrence Ave,"[41.7274151, -87.6118764]","[41.7274443, -87.6094247]",170314409003,170314409002
233,311,On N Hiawatha Ave From N Forest Glen Ave To N Kilpatrick Ave,N Hiawatha Ave And N Forest Glen Ave,N Hiawatha Ave And N Kilpatrick Ave,"[41.9902461, -87.742291]","[41.9916767, -87.7454214]",170311203005,170311203006
