,all_locations,api_address,lat_long,location_object,quality
3498,S Tripp Ave And W 28th St,"S Tripp Ave & W 28th St, Chicago, IL 60623","[41.840485, -87.7305382]","<[OK] Bing - Geocode [S Tripp Ave & W 28th St, Chicago, IL 60623]>",RoadIntersection
1635,S Troy St And W 45th St,"S Troy St & W 45th St, Chicago, IL 60632","[41.811801, -87.70285]","<[OK] Bing - Geocode [S Troy St & W 45th St, Chicago, IL 60632]>",RoadIntersection
3569,S Troy St And W 47th St,"S Troy St & W 47th St, Chicago, IL 60632","[41.808164, -87.702751]","<[OK] Bing - Geocode [S Troy St & W 47th St, Chicago, IL 60632]>",RoadIntersection
2553,S Troy St And W Fifth Ave,"S Troy St & W 5th Ave, Chicago, IL 60612","[41.87867, -87.705065]","<[OK] Bing - Geocode [S Troy St & W 5th Ave, Chicago, IL 60612]>",RoadIntersection
1636,S Troy St And W 71st St,"S Troy St & W 71st St, Chicago, IL 60629","[41.764402, -87.701601]","<[OK] Bing - Geocode [S Troy St & W 71st St, Chicago, IL 60629]>",RoadIntersection
3570,S Troy St And W 73rd St,"S Troy St & W 73rd St, Chicago, IL 60629","[41.7607429, -87.7015152]","<[OK] Bing - Geocode [S Troy St & W 73rd St, Chicago, IL 60629]>",RoadIntersection
458,S Troy St And W Jackson Blvd,"S Troy St & W Jackson Blvd, Chicago, IL 60612","[41.877358, -87.704825]","<[OK] Bing - Geocode [S Troy St & W Jackson Blvd, Chicago, IL 60612]>",RoadIntersection
2468,S Trumbull Ave And W 45th St,"S Trumbull Ave & W 45th St, Chicago, IL 60632","[41.8116931, -87.7101751]","<[OK] Bing - Geocode [S Trumbull Ave & W 45th St, Chicago, IL 60632]>",RoadIntersection
345,S Trumbull Ave And W 46th St,"S Trumbull Ave & W 46th St, Chicago, IL 60632","[41.8098577, -87.7097554]","<[OK] Bing - Geocode [S Trumbull Ave & W 46th St, Chicago, IL 60632]>",RoadIntersection
2268,S Union Ave And W 105th St,"S Union Ave & W 105th St, Chicago, IL 60628","[41.702771, -87.640275]","<[OK] Bing - Geocode [S Union Ave & W 105th St, Chicago, IL 60628]>",RoadIntersection
42,S Union Ave And W 106th St,"S Union Ave & W 106th St, Chicago, IL 60628","[41.701473, -87.640253]","<[OK] Bing - Geocode [S Union Ave & W 106th St, Chicago, IL 60628]>",RoadIntersection
2833,S Union Ave And W 33rd St,"S Union Ave & W 33rd St, Chicago, IL 60616","[41.834428, -87.643742]","<[OK] Bing - Geocode [S Union Ave & W 33rd St, Chicago, IL 60616]>",RoadIntersection
2134,S Union Ave And W 38th St,"S Union Ave & W 38th St, Chicago, IL 60609","[41.825346, -87.643525]","<[OK] Bing - Geocode [S Union Ave & W 38th St, Chicago, IL 60609]>",RoadIntersection
1713,S Union Ave And W 65th St,"S Union Ave & W 65th St, Chicago, IL 60621","[41.7761596, -87.6427354]","<[OK] Bing - Geocode [S Union Ave & W 65th St, Chicago, IL 60621]>",RoadIntersection
839,S Union Ave And W 72nd St,"S Union Ave & W 72nd St, Chicago, IL 60621","[41.763436, -87.641514]","<[OK] Bing - Geocode [S Union Ave & W 72nd St, Chicago, IL 60621]>",RoadIntersection
1664,S Union Ave And W 73rd St,"S Union Ave & W 73rd St, Chicago, IL 60621","[41.761616, -87.641468]","<[OK] Bing - Geocode [S Union Ave & W 73rd St, Chicago, IL 60621]>",RoadIntersection
3593,S Union Ave And W 74th St,"S Union Ave & W 74th St, Chicago, IL 60621","[41.759791, -87.641851]","<[OK] Bing - Geocode [S Union Ave & W 74th St, Chicago, IL 60621]>",RoadIntersection
3639,S Union Ave And W Marquette Rd,"S Union Ave & W Marquette Rd, Chicago, IL 60621","[41.772517, -87.6425966]","<[OK] Bing - Geocode [S Union Ave & W Marquette Rd, Chicago, IL 60621]>",RoadIntersection
4001,S Union Ave And W Pershing Rd,"S Union Ave & W Pershing Rd, Chicago, IL 60609","[41.823567, -87.6435]","<[OK] Bing - Geocode [S Union Ave & W Pershing Rd, Chicago, IL 60609]>",RoadIntersection
1349,S Vernon Ave And E 104th St,"S Vernon Ave & E 104th St, Chicago, IL 60628","[41.705502, -87.612518]","<[OK] Bing - Geocode [S Vernon Ave & E 104th St, Chicago, IL 60628]>",RoadIntersection
2673,S Vernon Ave And E 105th St,"S Vernon Ave & E 105th St, Chicago, IL 60628","[41.703668, -87.612454]","<[OK] Bing - Geocode [S Vernon Ave & E 105th St, Chicago, IL 60628]>",RoadIntersection
662,S Vernon Ave And E 106th St,"S Vernon Ave & E 106th St, Chicago, IL 60628","[41.701846, -87.612414]","<[OK] Bing - Geocode [S Vernon Ave & E 106th St, Chicago, IL 60628]>",RoadIntersection
659,S Vernon Ave And E 107th St,"S Vernon Ave & E 107th St, Chicago, IL 60628","[41.700026, -87.612345]","<[OK] Bing - Geocode [S Vernon Ave & E 107th St, Chicago, IL 60628]>",RoadIntersection
894,S Vernon Ave And E 69th St,"S Vernon Ave & E 69th St, Chicago, IL 60637","[41.769347, -87.61415]","<[OK] Bing - Geocode [S Vernon Ave & E 69th St, Chicago, IL 60637]>",RoadIntersection
2884,S Vernon Ave And E 70th St,"S Vernon Ave & E 70th St, Chicago, IL 60637","[41.767528, -87.61409]","<[OK] Bing - Geocode [S Vernon Ave & E 70th St, Chicago, IL 60637]>",RoadIntersection
1714,S Vernon Ave And E 73rd St,"S Vernon Ave & E 73rd St, Chicago, IL 60619","[41.762055, -87.613964]","<[OK] Bing - Geocode [S Vernon Ave & E 73rd St, Chicago, IL 60619]>",RoadIntersection
3640,S Vernon Ave And E 74th St,"S Vernon Ave & E 74th St, Chicago, IL 60619","[41.760239, -87.613934]","<[OK] Bing - Geocode [S Vernon Ave & E 74th St, Chicago, IL 60619]>",RoadIntersection
1189,S Vincennes Ave And S Halsted St,"S Vincennes Ave & S Halsted St, Chicago, IL 60620","[41.737314, -87.64365]","<[OK] Bing - Geocode [S Vincennes Ave & S Halsted St, Chicago, IL 60620]>",RoadIntersection
3151,S Vincennes Ave And S Summit Ave,"S Vincennes Ave & S Summit Ave, Chicago, IL 60620","[41.736539, -87.644989]","<[OK] Bing - Geocode [S Vincennes Ave & S Summit Ave, Chicago, IL 60620]>",RoadIntersection
0,S Vincennes Ave And W 103rd St,"S Vincennes Ave & W 103rd St, Chicago, IL 60643","[41.7067852, -87.6560249]","<[OK] Bing - Geocode [S Vincennes Ave & W 103rd St, Chicago, IL 60643]>",RoadIntersection
3314,S Wabash Ave And E 110th St,"S Wabash Ave & E 110th St, Chicago, IL 60628","[41.694411, -87.621991]","<[OK] Bing - Geocode [S Wabash Ave & E 110th St, Chicago, IL 60628]>",RoadIntersection
2551,S Wabash Ave And E 66th Pl,"S Wabash Ave & E 66th Pl, Chicago, IL 60637","[41.774061, -87.623975]","<[OK] Bing - Geocode [S Wabash Ave & E 66th Pl, Chicago, IL 60637]>",RoadIntersection
1715,S Wabash Ave And E 78th St,"S Wabash Ave & E 78th St, Chicago, IL 60619","[41.752805, -87.623045]","<[OK] Bing - Geocode [S Wabash Ave & E 78th St, Chicago, IL 60619]>",RoadIntersection
3641,S Wabash Ave And E 79th St,"S Wabash Ave & E 79th St, Chicago, IL 60619","[41.750975, -87.623002]","<[OK] Bing - Geocode [S Wabash Ave & E 79th St, Chicago, IL 60619]>",RoadIntersection
1235,S Wabash Ave And E 92nd St,"S Wabash Ave & E 92nd St, Chicago, IL 60619","[41.727239, -87.622316]","<[OK] Bing - Geocode [S Wabash Ave & E 92nd St, Chicago, IL 60619]>",RoadIntersection
3196,S Wabash Ave And E 93rd St,"S Wabash Ave & E 93rd St, Chicago, IL 60619","[41.7254019, -87.6222978]","<[OK] Bing - Geocode [S Wabash Ave & E 93rd St, Chicago, IL 60619]>",RoadIntersection
455,S Wabash Ave And E Marquette Rd,"S Wabash Ave & E Marquette Rd, Chicago, IL 60637","[41.772833, -87.62395]","<[OK] Bing - Geocode [S Wabash Ave & E Marquette Rd, Chicago, IL 60637]>",RoadIntersection
1321,S Wallace St And W 101st St,"S Wallace St & W 101st St, Chicago, IL 60628","[41.710627, -87.638062]","<[OK] Bing - Geocode [S Wallace St & W 101st St, Chicago, IL 60628]>",RoadIntersection
3277,S Wallace St And W 102nd St,"S Wallace St & W 102nd St, Chicago, IL 60628","[41.708804, -87.638037]","<[OK] Bing - Geocode [S Wallace St & W 102nd St, Chicago, IL 60628]>",RoadIntersection
1665,S Wallace St And W 44th St,"S Wallace St & W 44th St, Chicago, IL 60609","[41.8144417, -87.6408133]","<[OK] Bing - Geocode [S Wallace St & W 44th St, Chicago, IL 60609]>",RoadIntersection
3594,S Wallace St And W 47th St,"S Wallace St & W 47th St, Chicago, IL 60609","[41.80898, -87.640657]","<[OK] Bing - Geocode [S Wallace St & W 47th St, Chicago, IL 60609]>",RoadIntersection
2237,S Wallace St And W 59th St,"S Wallace St & W 59th St, Chicago, IL 60621","[41.7871295, -87.6401719]","<[OK] Bing - Geocode [S Wallace St & W 59th St, Chicago, IL 60621]>",RoadIntersection
840,S Wallace St And W 69th St,"S Wallace St & W 69th St, Chicago, IL 60621","[41.768913, -87.640201]","<[OK] Bing - Geocode [S Wallace St & W 69th St, Chicago, IL 60621]>",RoadIntersection
2834,S Wallace St And W 71st St,"S Wallace St & W 71st St, Chicago, IL 60621","[41.765286, -87.640114]","<[OK] Bing - Geocode [S Wallace St & W 71st St, Chicago, IL 60621]>",RoadIntersection
895,S Wallace St And W 76th St,"S Wallace St & W 76th St, Chicago, IL 60620","[41.756159, -87.639919]","<[OK] Bing - Geocode [S Wallace St & W 76th St, Chicago, IL 60620]>",RoadIntersection
2885,S Wallace St And W 77th St,"S Wallace St & W 77th St, Chicago, IL 60620","[41.754349, -87.639858]","<[OK] Bing - Geocode [S Wallace St & W 77th St, Chicago, IL 60620]>",RoadIntersection
2135,S Wallace St And W Garfield Blvd,"S Wallace St & W Garfield Blvd, Chicago, IL 60609","[41.7944375, -87.6403819]","<[OK] Bing - Geocode [S Wallace St & W Garfield Blvd, Chicago, IL 60609]>",RoadIntersection
1761,S Waller Ave And W Adams Blvd,"S Waller Ave & W Adams Blvd, Chicago, IL 60644","[41.877702, -87.76803]","<[OK] Bing - Geocode [S Waller Ave & W Adams Blvd, Chicago, IL 60644]>",RoadIntersection
1716,S Washtenaw Ave And W 50th St,"S Washtenaw Ave & W 50th St, Chicago, IL 60632","[41.802885, -87.691609]","<[OK] Bing - Geocode [S Washtenaw Ave & W 50th St, Chicago, IL 60632]>",RoadIntersection
3642,S Washtenaw Ave And W 51st St,"S Washtenaw Ave & W 51st St, Chicago, IL 60632","[41.801065, -87.691575]","<[OK] Bing - Geocode [S Washtenaw Ave & W 51st St, Chicago, IL 60632]>",RoadIntersection
1666,S Washtenaw Ave And W 55th St,"S Washtenaw Ave & W 55th St, Chicago, IL 60629","[41.793764, -87.691342]","<[OK] Bing - Geocode [S Washtenaw Ave & W 55th St, Chicago, IL 60629]>",RoadIntersection
3595,S Washtenaw Ave And W 57th St,"S Washtenaw Ave & W 57th St, Chicago, IL 60629","[41.7900938, -87.6912559]","<[OK] Bing - Geocode [S Washtenaw Ave & W 57th St, Chicago, IL 60629]>",RoadIntersection
841,S Washtenaw Ave And W 80th St,"S Washtenaw Ave & W 80th St, Chicago, IL 60652","[41.748182, -87.690142]","<[OK] Bing - Geocode [S Washtenaw Ave & W 80th St, Chicago, IL 60652]>",RoadIntersection
2835,S Washtenaw Ave And W 81st St,"S Washtenaw Ave & W 81st St, Chicago, IL 60652","[41.7463543, -87.6900941]","<[OK] Bing - Geocode [S Washtenaw Ave & W 81st St, Chicago, IL 60652]>",RoadIntersection
4061,S Wells St And W 37th St,"S Wells St & W 37th St, Chicago, IL 60609","[41.827318, -87.632638]","<[OK] Bing - Geocode [S Wells St & W 37th St, Chicago, IL 60609]>",RoadIntersection
1717,S Wells St And W 43rd St,"S Wells St & W 43rd St, Chicago, IL 60609","[41.8164562, -87.6323553]","<[OK] Bing - Geocode [S Wells St & W 43rd St, Chicago, IL 60609]>",RoadIntersection
3643,S Wells St And W 44th Pl,"S Wells St & W 44th Pl, Chicago, IL 60609","[41.813766, -87.632274]","<[OK] Bing - Geocode [S Wells St & W 44th Pl, Chicago, IL 60609]>",RoadIntersection
2227,S Wells St And W 48th Pl,"S Wells St & W 48th Pl, Chicago, IL 60609","[41.806091, -87.632554]","<[OK] Bing - Geocode [S Wells St & W 48th Pl, Chicago, IL 60609]>",RoadIntersection
2136,S Wells St And W 53rd St,"S Wells St & W 53rd St, Chicago, IL 60609","[41.798225, -87.63191]","<[OK] Bing - Geocode [S Wells St & W 53rd St, Chicago, IL 60609]>",RoadIntersection
4003,S Wells St And W Garfield Blvd,"S Wells St & W Garfield Blvd, Chicago, IL 60609","[41.79455, -87.631756]","<[OK] Bing - Geocode [S Wells St & W Garfield Blvd, Chicago, IL 60609]>",RoadIntersection
1667,S Wells St And W Madison St,"S Wells St & W Madison St, Chicago, IL 60603","[41.881935, -87.633833]","<[OK] Bing - Geocode [S Wells St & W Madison St, Chicago, IL 60603]>",RoadIntersection
3596,S Wells St And W Monroe St,"S Wells St & W Monroe St, Chicago, IL 60603","[41.8806541, -87.6337989]","<[OK] Bing - Geocode [S Wells St & W Monroe St, Chicago, IL 60603]>",RoadIntersection
896,S Wentworth Ave And W 71st St,"S Wentworth Ave & W 71st St, Chicago, IL 60621","[41.765448, -87.629771]","<[OK] Bing - Geocode [S Wentworth Ave & W 71st St, Chicago, IL 60621]>",RoadIntersection
2886,S Wentworth Ave And W 73rd St,"S Wentworth Ave & W 73rd St, Chicago, IL 60621","[41.7618944, -87.62960290000001]","<[OK] Bing - Geocode [S Wentworth Ave & W 73rd St, Chicago, IL 60621]>",RoadIntersection
2686,S Wentworth Ave And W 75th St,"S Wentworth Ave & W 75th St, Chicago, IL 60621","[41.758167, -87.629628]","<[OK] Bing - Geocode [S Wentworth Ave & W 75th St, Chicago, IL 60621]>",RoadIntersection
676,S Wentworth Ave And W 76th St,"S Wentworth Ave & W 76th St, Chicago, IL 60620","[41.75634, -87.629594]","<[OK] Bing - Geocode [S Wentworth Ave & W 76th St, Chicago, IL 60620]>",RoadIntersection
3761,S Wentworth Ave And W 94th St,"S Wentworth Ave & W 94th St, Chicago, IL 60620","[41.723567, -87.628676]","<[OK] Bing - Geocode [S Wentworth Ave & W 94th St, Chicago, IL 60620]>",RoadIntersection
1852,S Wentworth Ave And W 95th St,"S Wentworth Ave & W 95th St, Chicago, IL 60620","[41.721696, -87.628657]","<[OK] Bing - Geocode [S Wentworth Ave & W 95th St, Chicago, IL 60620]>",RoadIntersection
239,S Western Ave And W 116th St,"S Western Ave & W 116th St, Chicago, IL 60643","[41.682726, -87.680803]","<[OK] Bing - Geocode [S Western Ave & W 116th St, Chicago, IL 60643]>",RoadIntersection
2386,S Western Ave And W 118th St,"S Western Ave & W 118th St, Chicago, IL 60643","[41.678956, -87.680822]","<[OK] Bing - Geocode [S Western Ave & W 118th St, Chicago, IL 60643]>",RoadIntersection
1873,S Western Ave And W 66th St,"S Western Ave & W 66th St, Chicago, IL 60636","[41.773784, -87.683604]","<[OK] Bing - Geocode [S Western Ave & W 66th St, Chicago, IL 60636]>",RoadIntersection
1184,S Western Ave And W Congress Pkwy,"S Western Ave & W Congress Pkwy, Chicago, IL 60612","[41.8750096, -87.6861565]","<[OK] Bing - Geocode [S Western Ave & W Congress Pkwy, Chicago, IL 60612]>",RoadIntersection
1236,S Western Ave And W Harrison St,"S Western Ave & W Harrison St, Chicago, IL 60612","[41.873935, -87.6861501]","<[OK] Bing - Geocode [S Western Ave & W Harrison St, Chicago, IL 60612]>",RoadIntersection
1185,S Western Ave And W Madison St,"S Western Ave & W Madison St, Chicago, IL 60612","[41.881197, -87.686391]","<[OK] Bing - Geocode [S Western Ave & W Madison St, Chicago, IL 60612]>",RoadIntersection
3197,S Western Ave And W Polk St,"S Western Ave & W Polk St, Chicago, IL 60612","[41.8713273, -87.6862521]","<[OK] Bing - Geocode [S Western Ave & W Polk St, Chicago, IL 60612]>",RoadIntersection
3147,S Western Ave And W Van Buren St,"S Western Ave & W Van Buren St, Chicago, IL 60612","[41.876105, -87.686389]","<[OK] Bing - Geocode [S Western Ave & W Van Buren St, Chicago, IL 60612]>",RoadIntersection
2513,S Whipple St And W 106th St,"S Whipple St & W 106th St, Chicago, IL 60655","[41.7007475, -87.6976212]","<[OK] Bing - Geocode [S Whipple St & W 106th St, Chicago, IL 60655]>",RoadIntersection
405,S Whipple St And W 107th St,"S Whipple St & W 107th St, Chicago, IL 60655","[41.6989356, -87.697566]","<[OK] Bing - Geocode [S Whipple St & W 107th St, Chicago, IL 60655]>",RoadIntersection
1718,S Whipple St And W 45th St,"S Whipple St & W 45th St, Chicago, IL 60632","[41.8118285, -87.7004104]","<[OK] Bing - Geocode [S Whipple St & W 45th St, Chicago, IL 60632]>",RoadIntersection
3644,S Whipple St And W 47th St,"S Whipple St & W 47th St, Chicago, IL 60632","[41.808213, -87.700308]","<[OK] Bing - Geocode [S Whipple St & W 47th St, Chicago, IL 60632]>",RoadIntersection
148,S Whipple St And W 52nd St,"S Whipple St & W 52nd St, Chicago, IL 60632","[41.79908, -87.700051]","<[OK] Bing - Geocode [S Whipple St & W 52nd St, Chicago, IL 60632]>",RoadIntersection
1668,S Winchester Ave And W 47th St,"S Winchester Ave & W 47th St, Chicago, IL 60609","[41.808556, -87.673468]","<[OK] Bing - Geocode [S Winchester Ave & W 47th St, Chicago, IL 60609]>",RoadIntersection
3597,S Winchester Ave And W 48th St,"S Winchester Ave & W 48th St, Chicago, IL 60609","[41.806724, -87.673441]","<[OK] Bing - Geocode [S Winchester Ave & W 48th St, Chicago, IL 60609]>",RoadIntersection
842,S Winchester Ave And W 69th St,"S Winchester Ave & W 69th St, Chicago, IL 60636","[41.768448, -87.672395]","<[OK] Bing - Geocode [S Winchester Ave & W 69th St, Chicago, IL 60636]>",RoadIntersection
2836,S Winchester Ave And W 70th St,"S Winchester Ave & W 70th St, Chicago, IL 60636","[41.766623, -87.672364]","<[OK] Bing - Geocode [S Winchester Ave & W 70th St, Chicago, IL 60636]>",RoadIntersection
682,S Winchester Ave And W 88th St,"S Winchester Ave & W 88th St, Chicago, IL 60620","[41.733811, -87.669776]","<[OK] Bing - Geocode [S Winchester Ave & W 88th St, Chicago, IL 60620]>",RoadIntersection
617,S Wolcott Ave And W 77th St,"S Wolcott Ave & W 77th St, Chicago, IL 60620","[41.753942, -87.670814]","<[OK] Bing - Geocode [S Wolcott Ave & W 77th St, Chicago, IL 60620]>",RoadIntersection
2639,S Wolcott Ave And W 78th St,"S Wolcott Ave & W 78th St, Chicago, IL 60620","[41.752071, -87.670768]","<[OK] Bing - Geocode [S Wolcott Ave & W 78th St, Chicago, IL 60620]>",RoadIntersection
1719,S Wood St And S Archer Ave,"S Wood St & S Archer Ave, Chicago, IL 60608","[41.834794, -87.6705]","<[OK] Bing - Geocode [S Wood St & S Archer Ave, Chicago, IL 60608]>",RoadIntersection
2200,S Wood St And W 15th St,"S Wood St & W 15th St, Chicago, IL 60608","[41.861398, -87.67118]","<[OK] Bing - Geocode [S Wood St & W 15th St, Chicago, IL 60608]>",RoadIntersection
4062,S Wood St And W 16th St,"S Wood St & W 16th St, Chicago, IL 60608","[41.859552, -87.671131]","<[OK] Bing - Geocode [S Wood St & W 16th St, Chicago, IL 60608]>",RoadIntersection
3645,S Wood St And W 33rd Pl,"S Wood St & W 33rd Pl, Chicago, IL 60608","[41.833201, -87.6704669]","<[OK] Bing - Geocode [S Wood St & W 33rd Pl, Chicago, IL 60608]>",RoadIntersection
2234,S Wood St And W 63rd St,"S Wood St & W 63rd St, Chicago, IL 60636","[41.77944, -87.669093]","<[OK] Bing - Geocode [S Wood St & W 63rd St, Chicago, IL 60636]>",RoadIntersection
1674,S Wood St And W 73rd St,"S Wood St & W 73rd St, Chicago, IL 60636","[41.7612401, -87.6685615]","<[OK] Bing - Geocode [S Wood St & W 73rd St, Chicago, IL 60636]>",RoadIntersection
3602,S Wood St And W 74th St,"S Wood St & W 74th St, Chicago, IL 60636","[41.7593994, -87.6684972]","<[OK] Bing - Geocode [S Wood St & W 74th St, Chicago, IL 60636]>",RoadIntersection
681,S Wood St And W 88th St,"S Wood St & W 88th St, Chicago, IL 60620","[41.733909, -87.667895]","<[OK] Bing - Geocode [S Wood St & W 88th St, Chicago, IL 60620]>",RoadIntersection
4095,S Wood St And W Marquette Rd,"S Wood St & W Marquette Rd, Chicago, IL 60636","[41.7721444, -87.6688998]","<[OK] Bing - Geocode [S Wood St & W Marquette Rd, Chicago, IL 60636]>",RoadIntersection
897,S Woodlawn Ave And E 69th St,"S Woodlawn Ave & E 69th St, Chicago, IL 60637","[41.7698829, -87.5952618]","<[OK] Bing - Geocode [S Woodlawn Ave & E 69th St, Chicago, IL 60637]>",RoadIntersection
2887,S Woodlawn Ave And E 71st St,"S Woodlawn Ave & E 71st St, Chicago, IL 60619","[41.765897, -87.595882]","<[OK] Bing - Geocode [S Woodlawn Ave & E 71st St, Chicago, IL 60619]>",RoadIntersection
342,S Woodlawn Ave And E 79th St,"S Woodlawn Ave & E 79th St, Chicago, IL 60619","[41.751379, -87.595507]","<[OK] Bing - Geocode [S Woodlawn Ave & E 79th St, Chicago, IL 60619]>",RoadIntersection
2465,S Woodlawn Ave And E 81st Pl,"S Woodlawn Ave & E 81st Pl, Chicago, IL 60619","[41.7468306, -87.5953621]","<[OK] Bing - Geocode [S Woodlawn Ave & E 81st Pl, Chicago, IL 60619]>",RoadIntersection
343,S Woodlawn Ave And E 82nd Pl,"S Woodlawn Ave & E 82nd Pl, Chicago, IL 60619","[41.744997, -87.595335]","<[OK] Bing - Geocode [S Woodlawn Ave & E 82nd Pl, Chicago, IL 60619]>",RoadIntersection
2466,S Woodlawn Ave And E 83rd St,"S Woodlawn Ave & E 83rd St, Chicago, IL 60619","[41.744086, -87.5953]","<[OK] Bing - Geocode [S Woodlawn Ave & E 83rd St, Chicago, IL 60619]>",RoadIntersection
