,Unnamed: 0,project_number,location_name,year_range,from,to,from_lat_long,to_lat_long,from_blockgroup,to_blockgroup
841,841,[170 -02] 41005,N Ottawa Ave And W Waveland Ave,2018-2022,N Ottawa Ave And W Waveland Ave,None,"[41.946565, -87.818259]",None,170311704003,None
842,842,[170 -02] 41422,N Lake Shore Dr Sb And W Wilson Dr,2018-2022,N Lake Shore Dr Sb And W Wilson Dr,None,"[41.9656495, -87.64719200000002]",None,170310314006,None
843,843,[170 -02] 3204,On E 130th St From S Torrence Ave To S Brandon Ave,2019-2023,E 130th St And S Torrence Ave,E 130th St And S Brandon Ave,"[41.6585765, -87.5591909]","[41.658976137741, -87.5631430490206]",170315502002,170315502002
844,844,[170 -02] 3204,On S Brandon Ave From E 130th St To S Brainard Ave,2019-2023,S Brandon Ave And E 130th St,S Brandon Ave And S Brainard Ave,"[41.7492661500018, -87.5467837497093]","[41.648535, -87.546007]",170314601001,170315502002
845,845,[170 -02] 37887,On S Avenue J From E 104th St To E 103rd St,2019-2023,S Avenue J And E 104th St,S Avenue J And E 103rd St,"[41.706384, -87.534067]","[41.708216, -87.534063]",170315204004,170315204004
846,846,[170 -02] 37887,W Palatine Ave And N Natoma Ave,2019-2023,W Palatine Ave And N Natoma Ave,None,"[41.995511, -87.7919665]",None,170311002002,None
847,847,[170 -02] 37887,W Ardmore Ave And N Austin Ave,2019-2023,W Ardmore Ave And N Austin Ave,None,"[41.9865498, -87.7779736]",None,170311001003,None
848,848,[170 -02] 37887,W 77th St And S Perry Ave,2019-2023,W 77th St And S Perry Ave,None,"[41.754527, -87.627919]",None,170316912002,None
849,849,[170 -02] 37887,W 73rd St And S Kedzie Ave,2019-2023,W 73rd St And S Kedzie Ave,None,"[41.760748, -87.702544]",None,170316611003,None
850,850,[170 -02] 37887,W 65th St And S Lawndale Ave,2019-2023,W 65th St And S Lawndale Ave,None,"[41.775104, -87.715331]",None,170316503022,None
851,851,[170 -02] 37887,W 58th St And S Halsted St,2019-2023,W 58th St And S Halsted St,None,"[41.788861, -87.645025]",None,170318347001,None
852,852,[170 -02] 37887,W 52nd St And S Kedzie Ave,2019-2023,W 52nd St And S Kedzie Ave,None,"[41.799038, -87.703717]",None,170316303001,None
853,853,[170 -02] 37887,W 107th St And S Morgan St,2019-2023,W 107th St And S Morgan St,None,"[41.699583, -87.647486]",None,170317501002,None
854,854,[170 -02] 37887,W Polk St And S Pulaski Rd,2019-2023,W Polk St And S Pulaski Rd,None,"[41.870952, -87.725327]",None,170312609002,None
855,855,[170 -02] 37887,S Morgan St And W 107th St,2019-2023,S Morgan St And W 107th St,None,"[41.699583, -87.647486]",None,170317501002,None
856,856,[170 -02] 37887,S Kostner Ave And W 81st Pl,2019-2023,S Kostner Ave And W 81st Pl,None,"[41.7440317, -87.7311419]",None,170317003013,None
857,857,[170 -02] 37887,S Emerald Ave And W 79th St,2019-2023,S Emerald Ave And W 79th St,None,"[41.750643, -87.64284]",None,170317109001,None
858,858,[170 -02] 37887,S Ashland Ave And W 108th Pl,2019-2023,S Ashland Ave And W 108th Pl,None,"[41.696677, -87.661981]",None,170317502001,None
859,859,[170 -02] 37887,N Sheffield Ave And W Wellington Ave,2019-2023,N Sheffield Ave And W Wellington Ave,None,"[41.93627, -87.653966]",None,170310630003,None
860,860,[170 -02] 37887,N Drake Ave And W Foster Ave,2019-2023,N Drake Ave And W Foster Ave,None,"[41.975607, -87.717228]",None,170318318004,None
861,861,[170 -02] 37887,On W 77th St From S Union Ave To S Lowe Ave,2019-2023,W 77th St And S Union Ave,W 77th St And S Lowe Ave,"[41.754311, -87.641701]","[41.754339, -87.640485]",170317101001,170317101001
862,862,[170 -02] 37887,On S Halsted St From W 78th St To W 79th St,2019-2023,S Halsted St And W 78th St,S Halsted St And W 79th St,"[41.752467, -87.644107]","[41.750648, -87.64406]",170317102001,170317108001
863,863,[170 -02] 37887,S Perry Ave And W Marquette Rd,2019-2023,S Perry Ave And W Marquette Rd,None,"[41.772792, -87.62837]",None,170318425001,None
864,864,[170 -02] 37887,W 58th Pl And S Hamlin Ave,2019-2023,W 58th Pl And S Hamlin Ave,None,"[41.78692, -87.718063]",None,170316204002,None
865,865,[170 -02] 37887,W 59th St And S Nashville Ave,2019-2023,W 59th St And S Nashville Ave,None,"[41.7849132, -87.786413]",None,170316404001,None
866,866,[170 -02] 37887,W Madison St And N Menard Ave,2019-2023,W Madison St And N Menard Ave,None,"[41.88322830200195, -87.63240051269531]",None,170318391001,None
867,867,[170 -02] 37887,W 77th St And S Emerald Ave,2019-2023,W 77th St And S Emerald Ave,None,"[41.754287, -87.642924]",None,170317101001,None
868,868,[170 -02] 37887,W 79th St And S Karlov Ave,2019-2023,W 79th St And S Karlov Ave,None,"[41.749544, -87.724303]",None,170317002004,None
869,869,[170 -02] 37887,W 52nd St And S Francisco Ave,2019-2023,W 52nd St And S Francisco Ave,None,"[41.799147, -87.696395]",None,170316304001,None
870,870,[170 -02] 37887,W 66th St And S Pulaski Rd,2019-2023,W 66th St And S Pulaski Rd,None,"[41.773182, -87.722698]",None,170316503014,None
871,871,[170 -02] 37887,W 104th St And S Hoyne Ave,2019-2023,W 104th St And S Hoyne Ave,None,"[41.7046756, -87.6743016]",None,170317206001,None
872,872,[170 -02] 37887,N Washtenaw Ave And W Argyle St,2019-2023,N Washtenaw Ave And W Argyle St,None,"[41.972194, -87.696362]",None,170310402014,None
873,873,[170 -02] 37887,S Lafayette Ave And W 115th St,2019-2023,S Lafayette Ave And W 115th St,None,"[41.685304, -87.624128]",None,170315302001,None
874,874,[170 -02] 37887,S Karlov Ave And W 79th St,2019-2023,S Karlov Ave And W 79th St,None,"[41.749549, -87.723984]",None,170317002004,None
875,875,[170 -02] 37887,S Carpenter St And W 64th St,2019-2023,S Carpenter St And W 64th St,None,"[41.777835, -87.650815]",None,170316810004,None
876,876,[170 -02] 37887,N Elston Ave And W Augusta Blvd,2019-2023,N Elston Ave And W Augusta Blvd,None,"[41.8998926, -87.6566581]",None,170318423001,None
877,877,[170 -02] 37887,E 43rd St And S Vernon Ave,2019-2023,E 43rd St And S Vernon Ave,None,"[41.816684, -87.615256]",None,170313802002,None
878,878,[170 -02] 37887,On W 62nd St From S Ashland Ave To S Laflin St,2019-2023,W 62nd St And S Ashland Ave,W 62nd St And S Laflin St,"[41.7813113, -87.6643563]","[41.781327, -87.661847]",170316707002,170316708002
879,879,[170 -02] 37887,On S Green Bay Ave From E 103rd St To E 106th St,2019-2023,S Green Bay Ave And E 103rd St,S Green Bay Ave And E 106th St,"[41.708192, -87.541328]","[41.702754, -87.54132]",170315202002,170315203002
880,880,[170 -02] 37887,W Palmer St And N Cicero Ave,2019-2023,W Palmer St And N Cicero Ave,None,"[41.920602, -87.746281]",None,170311911001,None
881,881,[170 -02] 37887,S Perry Ave And W 68th St,2019-2023,S Perry Ave And W 68th St,None,"[41.770897, -87.628291]",None,170316903001,None
882,882,[170 -02] 37887,7503-7859 S Emerald Ave,2019-2023,7503 S Emerald Ave,7859 S Emerald Ave,"[41.7576024537777, -87.6429517375863]","[41.7489633, -87.64263]",170316813003,170317109001
883,883,[170 -02] 38307,On S Ada St From W 79th St To W 77th St,2019-2023,S Ada St And W 79th St,S Ada St And W 77th St,"[41.750444, -87.656992]","[41.754078, -87.657062]",170317107001,170317102005
884,884,[170 -02] 38307,On W 77th St From S Loomis Blvd To S Bishop St,2019-2023,W 77th St And S Loomis Blvd,W 77th St And S Bishop St,"[41.754071, -87.658693]","[41.754052, -87.660308]",170317103001,170317103001
885,885,[170 -02] 38307,On W 77th St From S Ada St To S Throop St,2019-2023,W 77th St And S Ada St,W 77th St And S Throop St,"[41.754078, -87.657062]","[41.7541171, -87.6554428]",170317102005,170317102005
886,886,[170 -02] 38309,On E 86th St From S Jeffery Blvd To S Cregier Ave,2019-2023,E 86th St And S Jeffery Blvd,E 86th St And S Cregier Ave,"[41.738867, -87.575752]","[41.7387842, -87.580589]",170314503003,170314503003
887,887,[170 -02] 38309,On W 50th St From S Western Ave To S Oakley Ave,2019-2023,W 50th St And S Western Ave,W 50th St And S Oakley Ave,"[41.8029714, -87.6843143]","[41.8029794, -87.6818359]",170316302001,170316301001
888,888,[170 -02] 38309,On W 54th St From S Kenneth Ave To S Kolin Ave,2019-2023,W 54th St And S Kenneth Ave,W 54th St And S Kolin Ave,"[41.794955, -87.7342594]","[41.794995, -87.73176]",170316202002,170316202002
889,889,[170 -02] 38309,On W 62nd St From S Hamlin Ave To S Lawndale Ave,2019-2023,W 62nd St And S Hamlin Ave,W 62nd St And S Lawndale Ave,"[41.7805477, -87.7178979]","[41.780581, -87.715462]",170316501002,170316501002
890,890,[170 -02] 38309,On W Albion Ave From N Sayre Ave To N Nixon Ave,2019-2023,W Albion Ave And N Sayre Ave,W Albion Ave And N Nixon Ave,"[42.0015351, -87.801613]","[42.0015122, -87.8041383]",170311002006,"[42.0015122, -87.8041383]"
891,891,[170 -02] 38309,On W Byron St From N Sayre Ave To N Nottingham Ave,2019-2023,W Byron St And N Sayre Ave,W Byron St And N Nottingham Ave,"[41.95085, -87.801024]","[41.950785, -87.804741]",170311703003,170311703005
892,892,[170 -02] 38309,On W Carmen Ave From N Ravenswood Ave To N Paulina St,2019-2023,W Carmen Ave And N Ravenswood Ave,W Carmen Ave And N Paulina St,"[41.974253, -87.6743631]","[41.88322830200195, -87.63240051269531]",170310404021,170318391001
893,893,[170 -02] 38309,On W Cortland St From N Sayre Ave To N Neva Ave,2019-2023,W Cortland St And N Sayre Ave,W Cortland St And N Neva Ave,"[41.914459, -87.80041]","[41.914415, -87.804097]",170312505004,170312505007
894,894,[170 -02] 38309,On W Estes Ave From N Ionia Ave To N Mason Ave,2019-2023,W Estes Ave And N Ionia Ave,W Estes Ave And N Mason Ave,"[42.0100376, -87.7756251]","[42.0101393, -87.7741767]",170311201001,170311201001
895,895,[170 -02] 38309,On W Hirsch St From N Spaulding Ave To N Kedzie Ave,2019-2023,W Hirsch St And N Spaulding Ave,W Hirsch St And N Kedzie Ave,"[41.9064535, -87.7093508]","[41.9064863, -87.7069114]",170312309001,170312309001
896,896,[170 -02] 38309,On W Madison St From S Francisco Ave To S Sacramento Blvd,2019-2023,W Madison St And S Francisco Ave,W Madison St And S Sacramento Blvd,"[41.8810754, -87.6987378]","[41.881051, -87.701231]",170318370002,170318369001
897,897,[170 -02] 38309,On W Ohio St From N Kedzie Ave To N Albany Ave,2019-2023,W Ohio St And N Kedzie Ave,W Ohio St And N Albany Ave,"[41.891914, -87.706472]","[41.891921, -87.703967]",170318367001,170318367002
898,898,[170 -02] 38309,On W School St From N Octavia Ave To N Oconto Ave,2019-2023,W School St And N Octavia Ave,W School St And N Oconto Ave,"[41.939768, -87.80921]","[41.939792, -87.80798]",170311708001,170311708001
899,899,[170 -02] 38309,On W School St From N Western Ave To N Claremont Ave,2019-2023,W School St And N Western Ave,W School St And N Claremont Ave,"[41.9412976, -87.6880774]","[41.941314, -87.68687]",170310510001,170310510001
900,900,[170 -02] 38309,On W Washington Blvd From N Laramie Ave To N Latrobe Ave,2019-2023,W Washington Blvd And N Laramie Ave,W Washington Blvd And N Latrobe Ave,"[41.8823853, -87.7551055]","[41.882358, -87.756319]",170312518001,170312519002
901,901,[170 -02] 38309,On W Winnemac Ave From N Glenwood Ave To N Clark St,2019-2023,W Winnemac Ave And N Glenwood Ave,W Winnemac Ave And N Clark St,"[41.9734097, -87.6647005]","[41.9734077, -87.6680938]",170310311003,170310310002
902,902,[170 -02] 38309,N Kentucky Ave And N Kilbourn Ave,2019-2023,N Kentucky Ave And N Kilbourn Ave,None,"[41.9709098, -87.740512]",None,170311404004,None
903,903,[170 -02] 38309,N Oketo Ave And W School St,2019-2023,N Oketo Ave And W School St,None,"[41.9397339, -87.8114265]",None,170311708002,None
904,904,[170 -02] 38309,N Spaulding Ave And N Elston Ave,2019-2023,N Spaulding Ave And N Elston Ave,None,"[41.947724, -87.710402]",None,170311608002,None
905,905,[170 -02] 38309,S Christiana Ave And W 54th St,2019-2023,S Christiana Ave And W 54th St,None,"[41.795302, -87.70725]",None,170316303002,None
906,906,[170 -02] 38309,S Drake Ave And W Cermak Rd,2019-2023,S Drake Ave And W Cermak Rd,None,"[41.8517, -87.713747]",None,170318414002,None
907,907,[170 -02] 38309,S Lafayette Ave And W 122nd St,2019-2023,S Lafayette Ave And W 122nd St,None,"[41.672488, -87.623644]",None,170315305014,None
908,908,[170 -02] 38309,S Perry Ave And W 122nd St,2019-2023,S Perry Ave And W 122nd St,None,"[41.672491, -87.624844]",None,170315305014,None
909,909,[170 -02] 38309,W 60th St And W 62nd St,2019-2023,W 60th St And W 62nd St,None,"[41.88322830200195, -87.63240051269531]",None,170318391001,None
910,910,[170 -02] 38309,On W 46th St From S Laflin St To S Bishop St,2019-2023,W 46th St And S Laflin St,W 46th St And S Bishop St,"[41.8104757, -87.662587]","[41.8104813, -87.6613607]",170318426002,170318426002
911,911,[170 -02] 38309,On W 122nd St From S Perry Ave To S Lafayette Ave,2019-2023,W 122nd St And S Perry Ave,W 122nd St And S Lafayette Ave,"[41.672491, -87.624844]","[41.672488, -87.623644]",170315305014,170315305014
912,912,[170 -02] 38309,W Cullom Ave And N Campbell Ave,2019-2023,W Cullom Ave And N Campbell Ave,None,"[41.959478, -87.6917553]",None,170310503003,None
913,913,[170 -02] 38309,On W 101st St From S Oakley Ave To S Bell Ave,2019-2023,W 101st St And S Oakley Ave,W 101st St And S Bell Ave,"[41.7100441, -87.6793254]","[41.7100561, -87.6785154]",170317203003,170317203003
914,914,[170 -02] 38309,On W 108th St From S Sacramento Ave To S Troy St,2019-2023,W 108th St And S Sacramento Ave,W 108th St And S Troy St,"[41.69709, -87.696325]","[41.6970632, -87.6998568]",170317401003,170317401003
915,915,[170 -02] 38309,On N Fairfield Ave From W Augusta Blvd To W Iowa St,2019-2023,N Fairfield Ave And W Augusta Blvd,N Fairfield Ave And W Iowa St,"[41.8992998, -87.6955649]","[41.8974882, -87.695525]",170312426004,170312426004
916,916,[170 -02] 38309,On N Hoyne Ave From W Moffat St To W Churchill St,2019-2023,N Hoyne Ave And W Moffat St,N Hoyne Ave And W Churchill St,"[41.9154247, -87.6800219]","[41.9146809, -87.6800125]",170318322003,170318322003
917,917,[170 -02] 38309,On N Keeler Ave From N Sauganash Ave To W Glenlake Ave,2019-2023,N Keeler Ave And N Sauganash Ave,N Keeler Ave And W Glenlake Ave,"[41.9906267, -87.7340204]","[41.9919265, -87.7337284]",170311203002,170311203002
918,918,[170 -02] 38309,On N Kenneth Ave From W Lawrence Ave To W Ainslie St,2019-2023,N Kenneth Ave And W Lawrence Ave,N Kenneth Ave And W Ainslie St,"[41.968141, -87.739177]","[41.969965, -87.73921]",170311404004,170311404004
919,919,[170 -02] 38309,On N Kilbourn Ave From W Carmen Ave To N Kentucky Ave,2019-2023,N Kilbourn Ave And W Carmen Ave,N Kilbourn Ave And N Kentucky Ave,"[41.9735822, -87.7406109]","[41.9709098, -87.740512]",170311404004,170311404004
920,920,[170 -02] 38309,On N Laporte Ave From W Palmer St To W Belden Ave,2019-2023,N Laporte Ave And W Palmer St,N Laporte Ave And W Belden Ave,"[41.9205376, -87.7498697]","[41.9223563, -87.7498819]",170311911004,170311911004
921,921,[170 -02] 38309,On N Leavitt St From W Waveland Ave To W Bradley Pl,2019-2023,N Leavitt St And W Waveland Ave,N Leavitt St And W Bradley Pl,"[41.948629, -87.683434]","[41.949531, -87.683465]",170310505003,170310505003
922,922,[170 -02] 38309,On N Lotus Ave From W Addison St To W Waveland Ave,2019-2023,N Lotus Ave And W Addison St,N Lotus Ave And W Waveland Ave,"[41.945935, -87.763033]","[41.947764, -87.763112]",170311507003,170311507003
923,923,[170 -02] 38309,On N Lowell Ave From W Ainslie St To W Argyle St,2019-2023,N Lowell Ave And W Ainslie St,N Lowell Ave And W Argyle St,"[41.969983, -87.736714]","[41.9717999, -87.7367682]",170311404003,170311404003
924,924,[170 -02] 38309,On N Menard Ave From W Lawrence Ave To W Strong St,2019-2023,N Menard Ave And W Lawrence Ave,N Menard Ave And W Strong St,"[41.9677307, -87.7723929]","[41.970318, -87.773432]",170311504011,170311104002
925,925,[170 -02] 38309,On N Nordica Ave From W Devon Ave To W Albion Ave,2019-2023,N Nordica Ave And W Devon Ave,N Nordica Ave And W Albion Ave,"[41.9973045, -87.8027185]","[42.0015202, -87.8029327]",170311002005,170311002006
926,926,[170 -02] 38309,On N Leamington Ave From W Grand Ave To W Dickens Ave,2019-2023,N Leamington Ave And W Grand Ave,N Leamington Ave And W Dickens Ave,"[41.916873, -87.754618]","[41.9186534, -87.7547448]",170311911006,170311911006
927,927,[170 -02] 38309,On N Sayre Ave From W Grace St To W Irving Park Rd,2019-2023,N Sayre Ave And W Grace St,N Sayre Ave And W Irving Park Rd,"[41.9490278, -87.8009838]","[41.952757, -87.801119]",170311703004,170311701001
928,928,[170 -02] 38309,On S Bell Ave From W 101st St To W 102nd St,2019-2023,S Bell Ave And W 101st St,S Bell Ave And W 102nd St,"[41.7100681, -87.6781023]","[41.708239, -87.678516]",170317203003,170317203003
929,929,[170 -02] 38309,On S Dorchester Ave From E Hyde Park Blvd To E 50th St,2019-2023,S Dorchester Ave And E Hyde Park Blvd,S Dorchester Ave And E 50th St,"[41.802453, -87.591863]","[41.804211, -87.591886]",170313906002,170313906002
930,930,[170 -02] 38309,On S Hartwell Ave From E Marquette Rd To E 66th Pl,2019-2023,S Hartwell Ave And E Marquette Rd,S Hartwell Ave And E 66th Pl,"[41.77284, -87.621496]","[41.7741117, -87.6215168]",170316904004,170318425001
931,931,[170 -02] 38309,On S Whipple St From W 107th St To W 106th St,2019-2023,S Whipple St And W 107th St,S Whipple St And W 106th St,"[41.6989356, -87.697566]","[41.7007475, -87.6976212]",170317401002,170317401002
932,932,[170 -02] 38309,On S Homan Ave From W 53rd St To W 54th Pl,2019-2023,S Homan Ave And W 53rd St,S Homan Ave And W 54th Pl,"[41.7970949, -87.7085611]","[41.794377, -87.708448]",170316303002,170316303002
933,933,[170 -02] 38309,On S Kenneth Ave From W 55th St To W 54th St,2019-2023,S Kenneth Ave And W 55th St,S Kenneth Ave And W 54th St,"[41.7931228, -87.7342364]","[41.794955, -87.7342594]",170316202002,170316202002
934,934,[170 -02] 38309,On S Michigan Ave From E Marquette Rd To E 66th Pl,2019-2023,S Michigan Ave And E Marquette Rd,S Michigan Ave And E 66th Pl,"[41.77282, -87.622705]","[41.774081, -87.622765]",170316904004,170318425001
935,935,[170 -02] 38309,On S Oakley Ave From W 50th St To W 50th Pl,2019-2023,S Oakley Ave And W 50th St,S Oakley Ave And W 50th Pl,"[41.8029794, -87.6818359]","[41.8020716, -87.6818037]",170316301001,170316301001
936,936,[170 -02] 38309,On S Springfield Ave From W 59th Pl To W 61st Pl,2019-2023,S Springfield Ave And W 59th Pl,S Springfield Ave And W 61st Pl,"[41.78505, -87.720468]","[41.7814254, -87.7203878]",170316501004,170316501003
937,937,[170 -02] 38309,On S Union Ave From W 106th St To W 105th St,2019-2023,S Union Ave And W 106th St,S Union Ave And W 105th St,"[41.701473, -87.640253]","[41.702771, -87.640275]",170314911005,170314911005
938,938,[170 -02] 38309,On N Richmond St From N Lincoln Ave To W Peterson Ave,2019-2023,N Richmond St And N Lincoln Ave,N Richmond St And W Peterson Ave,"[41.987991, -87.703281]","[41.9904184, -87.7030472]",170310207011,170310207011
